chr	pos1	pos2	mappos1	mappos2	cMpMb
chr_12	10000	20000	0.0238097480291558	0.0247348222819333	0.0925074252777502
chr_12	20000	30000	0.0247348222819333	0.0250692582891783	0.0334436007244931
chr_12	30000	40000	0.0250692582891783	0.0254358525083779	0.0366594219199573
chr_12	40000	50000	0.0254358525083779	0.0256238149696172	0.0187962461239328
chr_12	50000	60000	0.0256238149696172	0.025747537560454	0.0123722590836865
chr_12	60000	70000	0.025747537560454	0.0258712601512909	0.0123722590836858
chr_12	70000	80000	0.0258712601512909	0.026026548730928	0.0155288579637061
chr_12	80000	90000	0.026026548730928	0.0264910399720233	0.0464491241095304
chr_12	90000	100000	0.0264910399720233	0.0266407796865501	0.0149739714526816
chr_12	100000	110000	0.0266407796865501	0.027428530778954	0.0787751092403956
chr_12	110000	120000	0.027428530778954	0.0278736498092554	0.0445119030301391
chr_12	120000	130000	0.0278736498092554	0.0282787898084734	0.0405139999217968
chr_12	130000	140000	0.0282787898084734	0.028919667328269	0.0640877519795555
chr_12	140000	150000	0.028919667328269	0.0294825301965105	0.0562862868241587
chr_12	150000	160000	0.0294825301965105	0.0297162235323285	0.0233693335817926
chr_12	160000	170000	0.0297162235323285	0.0300858526597505	0.0369629127422052
chr_12	170000	180000	0.0300858526597505	0.0303495069368015	0.0263654277050978
chr_12	180000	190000	0.0303495069368015	0.0306026881220202	0.0253181185218745
chr_12	190000	200000	0.0306026881220202	0.0314651981733638	0.0862510051343576
chr_12	200000	210000	0.0314651981733638	0.0326088171754698	0.114361900210594
chr_12	210000	220000	0.0326088171754698	0.0393374378561007	0.672862068063094
chr_12	220000	230000	0.0393374378561007	0.0398516267429179	0.0514188886817188
chr_12	230000	240000	0.0398516267429179	0.0403296256352477	0.0477998892329821
chr_12	240000	250000	0.0403296256352477	0.041926098115492	0.159647248024429
chr_12	250000	260000	0.041926098115492	0.0486715431144256	0.674544499893363
chr_12	260000	270000	0.0486715431144256	0.0650218243465484	1.63502812321227
chr_12	270000	280000	0.0650218243465484	0.0720027883457399	0.69809639991916
chr_12	280000	290000	0.0720027883457399	0.0760185104062005	0.401572206046057
chr_12	290000	300000	0.0760185104062005	0.077964679006992	0.194616860079151
chr_12	300000	310000	0.077964679006992	0.092845573327279	1.48808943202869
chr_12	310000	320000	0.092845573327279	0.144537016895875	5.16914435685962
chr_12	320000	330000	0.144537016895875	0.196228460464471	5.16914435685963
chr_12	330000	340000	0.196228460464471	0.247919904033068	5.16914435685963
chr_12	340000	350000	0.247919904033068	0.287023995179161	3.91040911460929
chr_12	350000	360000	0.287023995179161	0.355487550163757	6.84635549845962
chr_12	360000	370000	0.355487550163757	0.444550554906089	8.90630047423321
chr_12	370000	380000	0.444550554906089	0.533542332286751	8.89917773806619
chr_12	380000	390000	0.533542332286751	0.622534109667412	8.89917773806614
chr_12	390000	400000	0.622534109667412	0.741695292396006	11.9161182728594
chr_12	400000	410000	0.741695292396006	0.862930057815662	12.1234765419656
chr_12	410000	420000	0.862930057815662	0.931739680729262	6.88096229135996
chr_12	420000	430000	0.931739680729262	1.03248785487727	10.0748174148006
chr_12	430000	440000	1.03248785487727	1.12964912660691	9.71612717296455
chr_12	440000	450000	1.12964912660691	1.22447660175012	9.48274751432094
chr_12	450000	460000	1.22447660175012	1.31930407689333	9.48274751432094
chr_12	460000	470000	1.31930407689333	1.46947983916797	15.0175762274638
chr_12	470000	480000	1.46947983916797	1.77927682543972	30.9796986271755
chr_12	480000	490000	1.77927682543972	2.11043150014354	33.115467470381
chr_12	490000	500000	2.11043150014354	2.44158617484735	33.115467470381
chr_12	500000	510000	2.44158617484735	2.77274084955116	33.1154674703811
chr_12	510000	520000	2.77274084955116	3.07677362701516	30.4032777463998
chr_12	520000	530000	3.07677362701516	3.37668931821707	29.9915691201918
chr_12	530000	540000	3.37668931821707	3.64980650797273	27.3117189755659
chr_12	540000	550000	3.64980650797273	3.92154800347953	27.1741495506793
chr_12	550000	560000	3.92154800347953	4.19328530178141	27.1737298301886
chr_12	560000	570000	4.19328530178141	4.42358014163145	23.0294839850036
chr_12	570000	580000	4.42358014163145	4.60620591157589	18.2625769944446
chr_12	580000	590000	4.60620591157589	4.81807434168046	21.1868430104571
chr_12	590000	600000	4.81807434168046	5.02994277178503	21.1868430104569
chr_12	600000	610000	5.02994277178503	5.31104459620327	28.1101824418236
chr_12	610000	620000	5.31104459620327	5.64087207304634	32.9827476843075
chr_12	620000	630000	5.64087207304634	5.97069954988943	32.982747684308
chr_12	630000	640000	5.97069954988943	6.3005270267325	32.9827476843074
chr_12	640000	650000	6.3005270267325	6.63052448087143	32.9997454138933
chr_12	650000	660000	6.63052448087143	6.96064608696846	33.0121606097027
chr_12	660000	670000	6.96064608696846	7.29076769306548	33.0121606097021
chr_12	670000	680000	7.29076769306548	7.62088929916251	33.0121606097031
chr_12	680000	690000	7.62088929916251	7.87658499144833	25.5695692285821
chr_12	690000	700000	7.87658499144833	8.04925440851804	17.2669417069709
chr_12	700000	710000	8.04925440851804	8.22192382558775	17.2669417069706
chr_12	710000	720000	8.22192382558775	8.39459324265746	17.2669417069717
chr_12	720000	730000	8.39459324265746	8.56726265972717	17.2669417069702
chr_12	730000	740000	8.56726265972717	8.62328569102715	5.60230312999881
chr_12	740000	750000	8.62328569102715	8.67723105003303	5.39453590058763
chr_12	750000	760000	8.67723105003303	8.70960400506198	3.23729550289453
chr_12	760000	770000	8.70960400506198	8.74404462530761	3.44406202456309
chr_12	770000	780000	8.74404462530761	8.82286811344983	7.88234881422216
chr_12	780000	790000	8.82286811344983	8.92341290643252	10.0544792982687
chr_12	790000	800000	8.92341290643252	9.02370080110338	10.0287894670863
chr_12	800000	810000	9.02370080110338	9.16803644936247	14.4335648259089
chr_12	810000	820000	9.16803644936247	9.40086311956234	23.282667019987
chr_12	820000	830000	9.40086311956234	9.6336897897622	23.2826670199861
chr_12	830000	840000	9.6336897897622	9.86651645996206	23.2826670199865
chr_12	840000	850000	9.86651645996206	10.0993431301619	23.2826670199858
chr_12	850000	860000	10.0993431301619	10.3321698003618	23.2826670199863
chr_12	860000	870000	10.3321698003618	10.5649964705616	23.2826670199863
chr_12	870000	880000	10.5649964705616	10.708025297764	14.3028827202381
chr_12	880000	890000	10.708025297764	10.7217984359702	1.37731382061457
chr_12	890000	900000	10.7217984359702	10.738412948677	1.6614512706818
chr_12	900000	910000	10.738412948677	10.7591664539207	2.07535052436878
chr_12	910000	920000	10.7591664539207	10.7662068569304	0.704040300969844
chr_12	920000	930000	10.7662068569304	10.7809855066736	1.47786497432012
chr_12	930000	940000	10.7809855066736	10.8076341038751	2.6648597201536
chr_12	940000	950000	10.8076341038751	10.9146050690184	10.6970965143246
chr_12	950000	960000	10.9146050690184	11.027320762305	11.2715693286676
chr_12	960000	970000	11.027320762305	11.1496156588708	12.2294896565714
chr_12	970000	980000	11.1496156588708	11.2760541791533	12.643852028258
