6869	4.46818e-07	5.36416e-06	2.13657e-05	6.24565e-05	0.000158659	0.000371189	0.00081732	0.00170601	0.00338019	0.0063523	0.0113097	0.0190599	0.0303747	0.0456652	0.0644452	0.0848452	0.103786	0.117828	0.123708	0.118589	0.101519	0.0756446	0.0479633	0.0254572	0.0112071	0.00408494	0.0012392	0.000316002	6.82863e-05	1.24378e-05	1.8572e-06	2.34705e-07	
16869	0.000187165	0.0184336	0.111695	0.209461	0.174905	0.100132	0.0718789	0.0635119	0.0558082	0.0469186	0.0381497	0.0302416	0.0233194	0.0173914	0.0125313	0.00877476	0.00602088	0.0040627	0.00268113	0.00170853	0.00103552	0.00058865	0.000310045	0.000149636	6.54484e-05	2.56328e-05	8.86134e-06	2.65499e-06	6.73273e-07	1.40241e-07	2.314e-08	3.16141e-09	
26869	0.00204054	0.0430626	0.161664	0.267869	0.210466	0.101278	0.0512561	0.0342266	0.026118	0.020771	0.016833	0.0138854	0.0116247	0.009764	0.00808774	0.00649477	0.00498685	0.00362263	0.00246969	0.00157076	0.000928727	0.000509945	0.000260168	0.000123264	5.39307e-05	2.14976e-05	7.64336e-06	2.36063e-06	6.14849e-07	1.30752e-07	2.1899e-08	3.02706e-09	
36869	3.38429e-05	0.0017867	0.0163495	0.0579966	0.0938178	0.100303	0.0942871	0.0895911	0.0914205	0.0942914	0.0915427	0.080878	0.0643117	0.0462131	0.0305189	0.0189976	0.0114585	0.00684309	0.00407575	0.00240179	0.00137995	0.00076218	0.000399509	0.000196017	8.85745e-05	3.61662e-05	1.30585e-05	4.07004e-06	1.06582e-06	2.27424e-07	3.8177e-08	5.28649e-09	
46869	0.000459093	0.0143373	0.0700014	0.164811	0.240428	0.236195	0.153121	0.0670524	0.0245215	0.0101513	0.00555846	0.00376103	0.00278215	0.00209368	0.00155234	0.00111701	0.000773819	0.00051397	0.000326799	0.000198897	0.000115839	6.4393e-05	3.39323e-05	1.67496e-05	7.61813e-06	3.13011e-06	1.13644e-06	3.55869e-07	9.35576e-08	2.00288e-08	3.37137e-09	4.68034e-10	
56869	0.000163668	0.00166326	0.00677398	0.0249263	0.0790199	0.164553	0.214346	0.184133	0.118249	0.0678991	0.0405806	0.026968	0.0197187	0.0150589	0.0114625	0.00846857	0.00599556	0.00404172	0.0025846	0.0015642	0.000895029	0.000484203	0.000247391	0.000118688	5.27828e-05	2.13389e-05	7.65931e-06	2.37843e-06	6.21282e-07	1.32328e-07	2.21832e-08	3.06819e-09	
66869	5.53627e-05	0.00507243	0.046018	0.197472	0.242493	0.142366	0.0957734	0.0751742	0.0575802	0.0410691	0.0277611	0.0186497	0.0129883	0.00947843	0.00716759	0.00553597	0.00431177	0.0033422	0.00254186	0.00187003	0.00131307	0.000868694	0.000534409	0.000301397	0.00015338	6.91721e-05	2.70822e-05	8.99056e-06	2.46332e-06	5.40119e-07	9.1497e-08	1.25327e-08	
76869	0.00026048	0.00681379	0.0677201	0.333576	0.368385	0.144105	0.0483118	0.0170608	0.00665411	0.0029888	0.00153235	0.000871705	0.00054371	0.000364388	0.000254775	0.0001811	0.000128482	8.97724e-05	6.11204e-05	4.01607e-05	2.52257e-05	1.4994e-05	8.33994e-06	4.28643e-06	2.00652e-06	8.41361e-07	3.10005e-07	9.81623e-08	2.60331e-08	5.61245e-09	9.50174e-10	1.32611e-10	
86869	0.000295237	0.00748741	0.0749602	0.366245	0.367405	0.109195	0.0374095	0.0168922	0.00834401	0.00442941	0.00250887	0.0015192	0.000984188	0.000675573	0.000483092	0.00035315	0.000259292	0.00018836	0.0001337	9.17103e-05	6.01424e-05	3.72823e-05	2.15767e-05	1.1497e-05	5.55211e-06	2.38696e-06	8.95196e-07	2.86183e-07	7.5967e-08	1.62522e-08	2.70881e-09	3.68578e-10	
96869	0.000747424	0.0131505	0.101039	0.406772	0.374116	0.0832014	0.0134733	0.00364323	0.00151148	0.00079074	0.00047554	0.000313472	0.000219507	0.000159075	0.00011686	8.57291e-05	6.21154e-05	4.40522e-05	3.03271e-05	2.00993e-05	1.27112e-05	7.59712e-06	4.2446e-06	2.18958e-06	1.02806e-06	4.32162e-07	1.59566e-07	5.06151e-08	1.34433e-08	2.9019e-09	4.91814e-10	6.87106e-11	
