1311	0.0065594	0.0211484	0.0378163	0.0556075	0.0731097	0.0885558	0.100063	0.105994	0.105378	0.098238	0.0857051	0.0698122	0.0530001	0.0374957	0.0247952	0.0154482	0.0091945	0.00532271	0.00304349	0.00172638	0.000963964	0.000522688	0.000271086	0.000132252	5.95625e-05	2.42591e-05	8.73915e-06	2.718e-06	7.10397e-07	1.51328e-07	2.53656e-08	3.50741e-09	
11311	0.00128415	0.0133155	0.067535	0.182652	0.177671	0.14703	0.11892	0.0919111	0.0668561	0.0457502	0.0300697	0.0194862	0.012691	0.00838206	0.00561943	0.00380451	0.00257619	0.00172343	0.00112437	0.000706546	0.000422859	0.00023856	0.000125607	6.10789e-05	2.71066e-05	1.08258e-05	3.82465e-06	1.17026e-06	3.02205e-07	6.38586e-08	1.06498e-08	1.46753e-09	
21311	0.000529502	0.0142493	0.129288	0.359265	0.24817	0.127611	0.0629658	0.0290367	0.0133421	0.00647981	0.00337798	0.00189741	0.00115872	0.000769172	0.000543851	0.000397394	0.000292434	0.000212886	0.000151336	0.00010387	6.80596e-05	4.20675e-05	2.42119e-05	1.27918e-05	6.10602e-06	2.58692e-06	9.53551e-07	2.99024e-07	7.77899e-08	1.63172e-08	2.67206e-09	3.58046e-10	
31311	0.00492134	0.0341354	0.204951	0.456738	0.203449	0.0543615	0.0186106	0.00878295	0.00501317	0.00310408	0.00197778	0.00128097	0.000847302	0.000575212	0.000399762	0.000281552	0.000198197	0.000137498	9.28103e-05	6.02808e-05	3.73071e-05	2.17979e-05	1.19085e-05	6.01675e-06	2.77492e-06	1.1498e-06	4.19899e-07	1.32118e-07	3.48819e-08	7.49599e-09	1.266e-09	1.76322e-10	
41311	9.58284e-05	0.0109984	0.171865	0.425717	0.176284	0.0505423	0.0290151	0.0205658	0.015965	0.0133139	0.0116209	0.0104784	0.00967459	0.00903165	0.00839846	0.00767515	0.006821	0.00584649	0.00479996	0.00375198	0.00277728	0.00193669	0.00126483	0.000767513	0.000427797	0.000215564	9.62107e-05	3.71149e-05	1.20322e-05	3.17536e-06	6.57948e-07	1.1513e-07	
51311	0.00134448	0.0511654	0.253867	0.472615	0.178888	0.0293744	0.00663625	0.00252711	0.00128445	0.000764253	0.000491328	0.000327909	0.000223375	0.000154186	0.000107463	7.53458e-05	5.2793e-05	3.66119e-05	2.48496e-05	1.63211e-05	1.02603e-05	6.10674e-06	3.40157e-06	1.75071e-06	8.20559e-07	3.44455e-07	1.27039e-07	4.026e-08	1.06847e-08	2.30492e-09	3.90422e-10	5.45165e-11	
61311	5.2947e-05	0.00226511	0.05463	0.293183	0.303674	0.183835	0.0787931	0.0340182	0.017184	0.00987375	0.00642971	0.00458636	0.00340341	0.00252867	0.00184297	0.00130523	0.000894785	0.000592941	0.000379386	0.000233849	0.000138285	7.79566e-05	4.15223e-05	2.0643e-05	9.43072e-06	3.88567e-06	1.41343e-06	4.43219e-07	1.16646e-07	2.49922e-08	4.2096e-09	5.84738e-10	
71311	8.66313e-06	0.000586466	0.0147814	0.13682	0.247051	0.220901	0.126849	0.0660679	0.0390962	0.0281742	0.0234557	0.0207105	0.018326	0.0157583	0.0129232	0.00997563	0.00718255	0.00479987	0.00297615	0.00172011	0.000934497	0.000481344	0.000235911	0.000109438	4.73767e-05	1.87521e-05	6.62373e-06	2.0328e-06	5.26433e-07	1.11397e-07	1.85787e-08	2.55777e-09	
81311	0.000209415	0.00286519	0.0132509	0.0590945	0.152579	0.205978	0.188197	0.138233	0.0877957	0.0518521	0.0305547	0.0188871	0.0125763	0.00907024	0.006967	0.00553773	0.00443576	0.00351225	0.00271147	0.00201855	0.00143444	0.000962997	0.000603884	0.000349264	0.000183626	8.63116e-05	3.55802e-05	1.25802e-05	3.718e-06	8.9143e-07	1.6748e-07	2.62172e-08	
91311	4.15935e-05	0.000800839	0.00469179	0.0180906	0.0510623	0.106997	0.166408	0.192917	0.169672	0.118195	0.0706231	0.0401004	0.0233633	0.0142105	0.00884644	0.00551927	0.00341522	0.00209042	0.00126502	0.000754524	0.000440023	0.000247712	0.00013249	6.61703e-05	3.03101e-05	1.24954e-05	4.54165e-06	1.42219e-06	3.73728e-07	7.99601e-08	1.3451e-08	1.8661e-09	
