chr	pos1	pos2	mappos1	mappos2	AA	AB	BB
chr_12	10000	20000	0.0492364582273121	0.0524574527227475	0.322099449543537	1.27022502976468	0.0925074252777502
chr_12	20000	30000	0.0524574527227475	0.0529690177372233	0.0511565014475794	0.00778599923639475	0.0334436007244931
chr_12	30000	40000	0.0529690177372233	0.0536297022409629	0.0660684503739656	0.0199941041493429	0.0366594219199573
chr_12	40000	50000	0.0536297022409629	0.0537873769818989	0.0157674740935969	0.0162143254413799	0.0187962461239328
chr_12	50000	60000	0.0537873769818989	0.0539372758642252	0.0149898882326291	0.0115883366445333	0.0123722590836865
chr_12	60000	70000	0.0539372758642252	0.0540871747465515	0.0149898882326277	0.00944619199887281	0.0123722590836858
chr_12	70000	80000	0.0540871747465515	0.0543017423357651	0.0214567589213614	0.00700978132111146	0.0155288579637061
chr_12	80000	90000	0.0543017423357651	0.0549536564766482	0.0651914140883086	0.0013138018694174	0.0464491241095304
chr_12	90000	100000	0.0549536564766482	0.0549628537110455	0.000919723439730263	0.000597691136434639	0.0149739714526816
chr_12	100000	110000	0.0549628537110455	0.0551441698374443	0.0181316126398844	0.0149807840724017	0.0787751092403956
chr_12	110000	120000	0.0551441698374443	0.0553254745244542	0.0181304687009907	0.0166166364203215	0.0445119030301391
chr_12	120000	130000	0.0553254745244542	0.0555360736263533	0.0210599101899092	0.0124105432955275	0.0405139999217968
chr_12	130000	140000	0.0555360736263533	0.0560755883513937	0.0539514725040331	0.0117634668891042	0.0640877519795555
chr_12	140000	150000	0.0560755883513937	0.0565631371103383	0.0487548758944599	0.00603398068947658	0.0562862868241587
chr_12	150000	160000	0.0565631371103383	0.0567428822841504	0.0179745173812182	0.00312347625779676	0.0233693335817926
chr_12	160000	170000	0.0567428822841504	0.0569656126363679	0.022273035221744	0.0115630477900561	0.0369629127422052
chr_12	170000	180000	0.0569656126363679	0.0572142744803352	0.0248661843967303	0.0268859053002241	0.0263654277050978
chr_12	180000	190000	0.0572142744803352	0.0574822128831211	0.0267938402785946	0.013568049294007	0.0253181185218745
chr_12	190000	200000	0.0574822128831211	0.0581195914866482	0.0637378603527063	0.00948232737858212	0.0862510051343576
chr_12	200000	210000	0.0581195914866482	0.0589201064171403	0.0800514930492144	0.139858424126849	0.114361900210594
chr_12	210000	220000	0.0589201064171403	0.0609487482525781	0.202864183543777	0.0799832805571807	0.672862068063094
chr_12	220000	230000	0.0609487482525781	0.0613155727920121	0.0366824539433992	0.0329241002727531	0.0514188886817188
chr_12	230000	240000	0.0613155727920121	0.0639628058137632	0.264723302175107	0.132436768529255	0.0477998892329821
chr_12	240000	250000	0.0639628058137632	0.0675105385519661	0.354773273820294	0.513671676180807	0.159647248024429
chr_12	250000	260000	0.0675105385519661	0.0722418084826148	0.473126993064867	0.11243171078917	0.674544499893363
chr_12	260000	270000	0.0722418084826148	0.0827561245649826	1.05143160823678	0.273916659266035	1.63502812321227
chr_12	270000	280000	0.0827561245649826	0.0968152888093911	1.40591642444085	0.173055622063344	0.69809639991916
chr_12	280000	290000	0.0968152888093911	0.103676035959532	0.686074715014047	0.0747340067354642	0.401572206046057
chr_12	290000	300000	0.103676035959532	0.108260936983774	0.458490102424247	0.208738858024311	0.194616860079151
chr_12	300000	310000	0.108260936983774	0.112834757191816	0.457382020804248	0.206787542012844	1.48808943202869
chr_12	310000	320000	0.112834757191816	0.1182541047542	0.541934756238323	1.01234754633962	5.16914435685962
chr_12	320000	330000	0.1182541047542	0.125547361994386	0.729325724018602	0.721338225479525	5.16914435685963
chr_12	330000	340000	0.125547361994386	0.145579124916623	2.00317629222374	0.599545850059333	5.16914435685963
chr_12	340000	350000	0.145579124916623	0.173837145827341	2.82580209107178	1.82248522587138	3.91040911460929
chr_12	350000	360000	0.173837145827341	0.232353958581206	5.85168127538654	1.06426552070435	6.84635549845962
chr_12	360000	370000	0.232353958581206	0.311959849752265	7.96058911710589	1.46739929632382	8.90630047423321
chr_12	370000	380000	0.311959849752265	0.429141580028433	11.7181730276168	1.20271474971489	8.89917773806619
chr_12	380000	390000	0.429141580028433	0.547404816710404	11.8263236681971	0.875058160533697	8.89917773806614
chr_12	390000	400000	0.547404816710404	0.605184708788331	5.77798920779265	1.36554210387262	11.9161182728594
chr_12	400000	410000	0.605184708788331	0.630379026799318	2.5194318010987	0.906267302765354	12.1234765419656
chr_12	410000	420000	0.630379026799318	0.672506000057603	4.21269732582851	0.771203136312776	6.88096229135996
chr_12	420000	430000	0.672506000057603	0.702635643858012	3.01296438004092	1.6742395355463	10.0748174148006
chr_12	430000	440000	0.702635643858012	0.78094490257726	7.83092587192484	2.27286667368989	9.71612717296455
chr_12	440000	450000	0.78094490257726	0.916218997753312	13.5274095176052	1.22495475796879	9.48274751432094
chr_12	450000	460000	0.916218997753312	1.05211064279763	13.5891645044321	0.284506535928375	9.48274751432094
chr_12	460000	470000	1.05211064279763	1.18800228784195	13.5891645044321	1.25049262470049	15.0175762274638
chr_12	470000	480000	1.18800228784195	1.32389393288627	13.589164504432	4.10189546493265	30.9796986271755
chr_12	480000	490000	1.32389393288627	1.4366457596769	11.2751826790623	6.65073774135626	33.115467470381
chr_12	490000	500000	1.4366457596769	1.53596986685208	9.93241071751827	10.728782857756	33.115467470381
chr_12	500000	510000	1.53596986685208	1.80353835969715	26.7568492845067	11.9588481117799	33.1154674703811
chr_12	510000	520000	1.80353835969715	2.07110685254221	26.7568492845068	11.4071384536263	30.4032777463998
chr_12	520000	530000	2.07110685254221	2.3803742194688	30.9267366926583	10.5073965361611	29.9915691201918
chr_12	530000	540000	2.3803742194688	2.70599785320066	32.5623633731858	12.5098947777238	27.3117189755659
chr_12	540000	550000	2.70599785320066	3.06116021331041	35.516236010975	11.9371948864915	27.1741495506793
chr_12	550000	560000	3.06116021331041	3.48754278306913	42.6382569758728	14.240671709635	27.1737298301886
chr_12	560000	570000	3.48754278306913	3.87270435396284	38.5161570893703	10.8543273807007	23.0294839850036
chr_12	570000	580000	3.87270435396284	4.10455719657056	23.1852842607727	9.32771997190891	18.2625769944446
chr_12	580000	590000	4.10455719657056	4.29447505744977	18.9917860879208	12.7931965775073	21.1868430104571
chr_12	590000	600000	4.29447505744977	4.48439291832897	18.9917860879202	14.1539005304751	21.1868430104569
chr_12	600000	610000	4.48439291832897	4.67431077920818	18.9917860879204	14.1539005304752	28.1101824418236
chr_12	610000	620000	4.67431077920818	4.86422864008739	18.9917860879208	14.1539005304751	32.9827476843075
chr_12	620000	630000	4.86422864008739	5.05414650096659	18.99178608792	14.1539005304752	32.982747684308
chr_12	630000	640000	5.05414650096659	5.25100482830637	19.6858327339782	14.1539005304752	32.9827476843074
chr_12	640000	650000	5.25100482830637	5.43486138250151	18.3856554195139	14.153900530475	32.9997454138933
chr_12	650000	660000	5.43486138250151	5.5896471390116	15.4785756510096	14.1539005304751	33.0121606097027
chr_12	660000	670000	5.5896471390116	5.71063780217241	12.0990663160804	14.153900530475	33.0121606097021
chr_12	670000	680000	5.71063780217241	5.86041773566912	14.977993349671	14.1539005304752	33.0121606097031
chr_12	680000	690000	5.86041773566912	6.01019766916582	14.9779933496706	14.1539005304751	25.5695692285821
chr_12	690000	700000	6.01019766916582	6.15255184748911	14.2354178323288	14.1539005304751	17.2669417069709
chr_12	700000	710000	6.15255184748911	6.27537341927773	12.2821571788615	14.1539005304753	17.2669417069706
chr_12	710000	720000	6.27537341927773	6.39676285084896	12.1389431571237	14.1539005304749	17.2669417069717
chr_12	720000	730000	6.39676285084896	6.51800660888475	12.1243758035785	14.1539005304751	17.2669417069702
chr_12	730000	740000	6.51800660888475	6.63700794971088	11.9001340826127	14.153900530475	5.60230312999881
chr_12	740000	750000	6.63700794971088	6.75083928784944	11.3831338138565	14.1539005304753	5.39453590058763
chr_12	750000	760000	6.75083928784944	6.8579607919439	10.7121504094461	14.1539005304752	3.23729550289453
chr_12	760000	770000	6.8579607919439	6.97343524597131	11.5474454027407	14.1539005304752	3.44406202456309
chr_12	770000	780000	6.97343524597131	7.08890969999871	11.5474454027403	14.1539005304751	7.88234881422216
chr_12	780000	790000	7.08890969999871	7.20557778535384	11.6668085355131	14.1539005304749	10.0544792982687
chr_12	790000	800000	7.20557778535384	7.32379181093897	11.8214025585127	14.1539005304749	10.0287894670863
chr_12	800000	810000	7.32379181093897	7.44089957683409	11.7107765895121	14.1539005304748	14.4335648259089
chr_12	810000	820000	7.44089957683409	7.63284580577732	19.1946228943229	14.1539005304755	23.282667019987
chr_12	820000	830000	7.63284580577732	7.82633322536102	19.3487419583705	14.1539005304751	23.2826670199861
chr_12	830000	840000	7.82633322536102	8.01982064494473	19.3487419583702	14.153900530475	23.2826670199865
chr_12	840000	850000	8.01982064494473	8.21330806452842	19.3487419583697	14.1539005304754	23.2826670199858
chr_12	850000	860000	8.21330806452842	8.40679548411213	19.3487419583702	14.1539005304754	23.2826670199863
chr_12	860000	870000	8.40679548411213	8.58747347910743	18.0677994995307	14.1539005304749	23.2826670199863
chr_12	870000	880000	8.58747347910743	8.74807681485225	16.0603335744819	14.1539005304749	14.3028827202381
chr_12	880000	890000	8.74807681485225	8.87108624754837	12.3009432696124	14.1539005304754	1.37731382061457
