chr start stop chr_12.AA/chr_12.BB
chr_12 1 10000 0.00779481919275804
chr_12 10001 20000 0.0476081591173053
chr_12 20001 30000 0.12021448736487
chr_12 30001 40000 0.0923734696453363
chr_12 40001 50000 0.111301768264309
chr_12 50001 60000 0.128286042144795
chr_12 60001 70000 0.0349077186154845
chr_12 70001 80000 0.102971534115602
chr_12 80001 90000 -0.0207894639624662
chr_12 90001 1e+05 -0.0128969486192192
chr_12 100001 110000 0.00180149429210752
chr_12 110001 120000 0.0161464468001572
chr_12 120001 130000 0.0117265469061877
chr_12 130001 140000 -0.014437329538717
chr_12 140001 150000 0.00873191410929863
chr_12 150001 160000 -0.00742118906263056
chr_12 160001 170000 -0.0638841745762357
chr_12 170001 180000 -0.0526387139658551
chr_12 180001 190000 -0.0192965989399294
chr_12 190001 2e+05 -0.0167556912120055
chr_12 200001 210000 -0.0386317038955433
chr_12 210001 220000 0.00519802690068538
chr_12 220001 230000 0.0117390258155444
chr_12 230001 240000 0.0182026476578412
chr_12 240001 250000 -0.0507832597086948
chr_12 250001 260000 -0.0166612684311185
chr_12 260001 270000 0.0175026848868645
chr_12 270001 280000 0.045610691513141
chr_12 280001 290000 0.0569696752112203
chr_12 290001 3e+05 0.00983612079564777
chr_12 300001 310000 -0.0350433225027076
chr_12 310001 320000 0.0126376784576905
chr_12 320001 330000 0.0220940050661413
chr_12 330001 340000 0.0298898232500194
chr_12 340001 350000 0.000947382176147982
chr_12 350001 360000 0.00704006368396848
chr_12 360001 370000 0.0326615764046082
chr_12 370001 380000 0.0362407862407862
chr_12 380001 390000 -0.00942307692307698
chr_12 390001 4e+05 0.00439849453589081
chr_12 400001 410000 -0.0036808558222754
chr_12 410001 420000 -0.0105714349168275
chr_12 420001 430000 -0.0335312840765081
chr_12 430001 440000 -0.014704504187899
chr_12 440001 450000 -0.0112062297848403
chr_12 450001 460000 0.0366794380587483
chr_12 460001 470000 0.00753580310436497
chr_12 470001 480000 -0.00583895585730554
chr_12 480001 490000 -0.00280652968741957
chr_12 490001 5e+05 -0.00417002057061078
chr_12 500001 510000 -0.00138436365714956
chr_12 510001 520000 0.0131362889983581
chr_12 520001 530000 -0.00755935132936814
chr_12 530001 540000 -0.00681225590582035
chr_12 540001 550000 -0.00789876848741988
chr_12 550001 560000 0.0130540620067946
chr_12 560001 570000 0.00183782903537244
chr_12 570001 580000 0.02180877279448
chr_12 580001 590000 -0.00627464807124767
chr_12 590001 6e+05 -0.0320635804761316
chr_12 600001 610000 -0.0251654747853456
chr_12 610001 620000 -0.0156218057921635
chr_12 620001 630000 -0.0019135996644648
chr_12 630001 640000 0.0087138409905354
chr_12 640001 650000 0.0304365861246501
chr_12 650001 660000 0.0133623618059415
chr_12 660001 670000 0.0130610266451662
chr_12 670001 680000 0.0179334435330443
chr_12 680001 690000 0.0149312740793082
chr_12 690001 7e+05 0.0233634915423248
chr_12 700001 710000 -0.00417257805921767
chr_12 710001 720000 0.00735893949694089
chr_12 720001 730000 -0.0288977215029196
chr_12 730001 740000 0.0173182199357397
chr_12 740001 750000 -0.00564731510078609
chr_12 750001 760000 0.00761410981542243
chr_12 760001 770000 0.026998013874902
chr_12 770001 780000 0.0173224485086251
chr_12 780001 790000 -0.0204833684016879
chr_12 790001 8e+05 0.00870892354652542
chr_12 800001 810000 0.00711229900492383
chr_12 810001 820000 0.00969242397813819
chr_12 820001 830000 0.0346902017291066
chr_12 830001 840000 -0.00830917505848849
chr_12 840001 850000 -0.00679540094339637
chr_12 850001 860000 -0.0162135951753191
chr_12 860001 870000 -0.0164329745440608
chr_12 870001 880000 0.00168492912427176
chr_12 880001 890000 -0.063679788213628
chr_12 890001 9e+05 0.114074294795391
chr_12 900001 910000 -0.0646371463714637
chr_12 910001 920000 0
chr_12 920001 930000 0.120197542386063
chr_12 930001 940000 0.0990078108507495
chr_12 940001 950000 -0.00403561203961633
chr_12 950001 960000 -0.0113124868875283
chr_12 960001 970000 0.000875889480869363
chr_12 970001 980000 -0.00115645829390876
chr_12 980001 990000 0.00283762400340815
chr_12 990001 1e+06 0.0164472211026019
chr_12 1000001 1010000 -0.00136670520561233
chr_12 1010001 1020000 0.00994135621207082
chr_12 1020001 1030000 -0.00285401012609232
chr_12 1030001 1040000 0.0314277980367522
chr_12 1040001 1050000 -0.0232583282654233
chr_12 1050001 1060000 -0.00195514377155948
chr_12 1060001 1070000 -0.00140868202951272
chr_12 1070001 1080000 -0.00963314858801811
chr_12 1080001 1090000 0.00917662872732183
chr_12 1090001 1100000 0.019731712247668
chr_12 1100001 1110000 0.00190780675359414
chr_12 1110001 1120000 0.0362981613772104
chr_12 1120001 1130000 0.0213049267643143
chr_12 1130001 1140000 -0.00218835546033924
