chr pos1 pos2 lunitmin lunitmax nrep
chr_26 1 100000 10 20 927.8
chr_26 500001 600000 10 20 14
chr_26 800001 900000 10 20 48.9
chr_26 1000001 1100000 10 20 47.7
chr_26 1200001 1300000 10 20 77.7
chr_26 1400001 1500000 10 20 10.4
chr_26 1700001 1800000 10 20 31
chr_26 1900001 2000000 10 20 22.8
chr_26 2000001 2100000 10 20 65.2
chr_26 2100001 2200000 10 20 38.4
chr_26 2200001 2300000 10 20 122.2
chr_26 2700001 2800000 10 20 23.5
chr_26 3000001 3100000 10 20 13.4
chr_26 3200001 3300000 10 20 11.5
chr_26 3400001 3500000 10 20 26.5
chr_26 3500001 3600000 10 20 141.5
chr_26 3600001 3700000 10 20 790
chr_26 3700001 3800000 10 20 184.3
chr_26 3800001 3900000 10 20 198.3
chr_26 3900001 4000000 10 20 115.3
chr_26 4000001 4100000 10 20 316.6
chr_26 4100001 4200000 10 20 462.3
chr_26 4200001 4300000 10 20 523.1
chr_26 4300001 4400000 10 20 78
chr_26 4400001 4500000 10 20 68.5
chr_26 4500001 4600000 10 20 11.6
chr_26 4600001 4700000 10 20 451.3
chr_26 4700001 4800000 10 20 123.9
chr_26 200001 300000 20 30 21.8
chr_26 700001 800000 20 30 11.7
chr_26 1000001 1100000 20 30 26.1
chr_26 1200001 1300000 20 30 36.9
chr_26 1300001 1400000 20 30 24.4
chr_26 1700001 1800000 20 30 15
chr_26 1900001 2000000 20 30 45.2
chr_26 2000001 2100000 20 30 60.9
chr_26 2100001 2200000 20 30 21.5
chr_26 2200001 2300000 20 30 110.6
chr_26 2300001 2400000 20 30 32.5
chr_26 2500001 2600000 20 30 12.6
chr_26 3000001 3100000 20 30 34.1
chr_26 3300001 3400000 20 30 39.2
chr_26 3400001 3500000 20 30 75.9
chr_26 3500001 3600000 20 30 82.8
chr_26 3600001 3700000 20 30 303.5
chr_26 3700001 3800000 20 30 109.8
chr_26 3800001 3900000 20 30 63.5
chr_26 3900001 4000000 20 30 108
chr_26 4000001 4100000 20 30 68.9
chr_26 4100001 4200000 20 30 231.6
chr_26 4200001 4300000 20 30 247
chr_26 4300001 4400000 20 30 40.9
chr_26 4500001 4600000 20 30 25.8
chr_26 4600001 4700000 20 30 88.7
chr_26 4700001 4800000 20 30 13.4
chr_26 5000001 5100000 20 30 205.9
chr_26 1 100000 30 40 309.6
chr_26 800001 900000 30 40 13.1
chr_26 1200001 1300000 30 40 19.5
chr_26 1700001 1800000 30 40 30.3
chr_26 2200001 2300000 30 40 12.4
chr_26 2300001 2400000 30 40 26.8
chr_26 2400001 2500000 30 40 10.1
chr_26 2500001 2600000 30 40 11.8
chr_26 2700001 2800000 30 40 18.5
chr_26 3400001 3500000 30 40 27.5
chr_26 3500001 3600000 30 40 27.1
chr_26 3600001 3700000 30 40 48.8
chr_26 3700001 3800000 30 40 24.5
chr_26 3800001 3900000 30 40 55.8
chr_26 3900001 4000000 30 40 30.2
chr_26 4000001 4100000 30 40 10.9
chr_26 4100001 4200000 30 40 22.1
chr_26 4200001 4300000 30 40 55.1
chr_26 4400001 4500000 30 40 31.4
chr_26 4600001 4700000 30 40 59
chr_26 4700001 4800000 30 40 39.1
chr_26 1000001 1100000 40 50 13.9
chr_26 1700001 1800000 40 50 10.4
chr_26 2200001 2300000 40 50 10.5
chr_26 2300001 2400000 40 50 11.8
chr_26 2600001 2700000 40 50 17.4
chr_26 3400001 3500000 40 50 80.1
chr_26 3600001 3700000 40 50 103.2
chr_26 3800001 3900000 40 50 24
chr_26 4000001 4100000 40 50 51.2
chr_26 4100001 4200000 40 50 20.8
chr_26 4200001 4300000 40 50 22.5
chr_26 4400001 4500000 40 50 53.4
chr_26 4500001 4600000 40 50 11.5
chr_26 4900001 5000000 40 50 14.4
chr_26 1 100000 50 60 231.1
chr_26 1300001 1400000 50 60 12.2
chr_26 2300001 2400000 50 60 17.9
chr_26 3000001 3100000 50 60 17.1
chr_26 3700001 3800000 50 60 27.6
chr_26 3800001 3900000 50 60 20.9
chr_26 4000001 4100000 50 60 10.2
chr_26 4200001 4300000 50 60 13.7
chr_26 4500001 4600000 50 60 12.1
chr_26 4600001 4700000 50 60 10.1
chr_26 5000001 5100000 50 60 85.3
chr_26 2200001 2300000 60 70 10.3
chr_26 4100001 4200000 60 70 13
chr_26 3000001 3100000 70 80 11.3
chr_26 4700001 4800000 70 80 19.5
chr_26 3600001 3700000 80 90 11.8
chr_26 3700001 3800000 80 90 11.1
chr_26 5000001 5100000 80 90 56.5
chr_26 1 100000 120 130 87.8
chr_26 1 100000 170 180 53.5
chr_26 1800001 1900000 450 460 17.7
