chr pos1 pos2 lunitmin lunitmax nrep
chr_13 300001 400000 10 20 30.1
chr_13 400001 500000 10 20 471.6
chr_13 500001 600000 10 20 174
chr_13 600001 700000 10 20 153.4
chr_13 700001 800000 10 20 161.8
chr_13 800001 900000 10 20 526
chr_13 900001 1000000 10 20 394.9
chr_13 1000001 1100000 10 20 372.4
chr_13 1100001 1200000 10 20 306
chr_13 1200001 1300000 10 20 493.3
chr_13 1300001 1400000 10 20 202.6
chr_13 1400001 1500000 10 20 201.8
chr_13 1500001 1600000 10 20 214.8
chr_13 1600001 1700000 10 20 88.7
chr_13 1700001 1800000 10 20 85.8
chr_13 1800001 1900000 10 20 49.3
chr_13 2000001 2100000 10 20 65.5
chr_13 2100001 2200000 10 20 36
chr_13 2200001 2300000 10 20 12.8
chr_13 3000001 3100000 10 20 10.9
chr_13 3300001 3400000 10 20 12.3
chr_13 3700001 3800000 10 20 75.5
chr_13 3800001 3900000 10 20 30.6
chr_13 4400001 4500000 10 20 15.8
chr_13 4600001 4700000 10 20 12.1
chr_13 5500001 5600000 10 20 10.9
chr_13 5600001 5700000 10 20 25.6
chr_13 6000001 6100000 10 20 22
chr_13 6500001 6600000 10 20 17.1
chr_13 7900001 8000000 10 20 10.3
chr_13 8500001 8600000 10 20 12.1
chr_13 8800001 8900000 10 20 12.2
chr_13 9700001 9800000 10 20 88.3
chr_13 10000001 10100000 10 20 25.3
chr_13 10200001 10300000 10 20 43.5
chr_13 10800001 10900000 10 20 13.2
chr_13 11200001 11300000 10 20 121.1
chr_13 11300001 11400000 10 20 42.5
chr_13 11600001 11700000 10 20 54.3
chr_13 12300001 12400000 10 20 11.6
chr_13 12500001 12600000 10 20 39.6
chr_13 12900001 13000000 10 20 102.6
chr_13 13000001 13100000 10 20 25.7
chr_13 13300001 13400000 10 20 55.7
chr_13 13700001 13800000 10 20 10.3
chr_13 13800001 13900000 10 20 21.4
chr_13 14100001 14200000 10 20 57.8
chr_13 14700001 14800000 10 20 18.6
chr_13 15100001 15200000 10 20 18.7
chr_13 15500001 15600000 10 20 47.2
chr_13 15700001 15800000 10 20 47.6
chr_13 15900001 16000000 10 20 62.2
chr_13 16000001 16100000 10 20 46.5
chr_13 16100001 16200000 10 20 120.5
chr_13 16800001 16900000 10 20 10.2
chr_13 17000001 17100000 10 20 13.3
chr_13 17100001 17200000 10 20 13.9
chr_13 17300001 17400000 10 20 27.1
chr_13 18100001 18200000 10 20 71.5
chr_13 18200001 18300000 10 20 90.6
chr_13 18300001 18400000 10 20 153.3
chr_13 18400001 18500000 10 20 1183
chr_13 18500001 18600000 10 20 336.9
chr_13 18600001 18700000 10 20 72.3
chr_13 18700001 18800000 10 20 112.6
chr_13 18900001 19000000 10 20 14.8
chr_13 19000001 19100000 10 20 21.2
chr_13 19600001 19700000 10 20 23.2
chr_13 19800001 19900000 10 20 56.1
chr_13 19900001 20000000 10 20 13
chr_13 20100001 20200000 10 20 34.1
chr_13 20300001 20400000 10 20 21.1
chr_13 20600001 20700000 10 20 181.2
chr_13 1 100000 20 30 12
chr_13 400001 500000 20 30 94.3
chr_13 500001 600000 20 30 241.9
chr_13 600001 700000 20 30 86.1
chr_13 700001 800000 20 30 316.7
chr_13 800001 900000 20 30 295.1
chr_13 900001 1000000 20 30 550.8
chr_13 1000001 1100000 20 30 352.4
chr_13 1100001 1200000 20 30 322.9
chr_13 1200001 1300000 20 30 226
chr_13 1300001 1400000 20 30 115.5
chr_13 1400001 1500000 20 30 98.5
chr_13 1500001 1600000 20 30 52.5
chr_13 1600001 1700000 20 30 58.9
chr_13 1700001 1800000 20 30 32.3
chr_13 1900001 2000000 20 30 44.9
chr_13 2000001 2100000 20 30 26.4
chr_13 2200001 2300000 20 30 39.2
chr_13 2300001 2400000 20 30 29.7
chr_13 2400001 2500000 20 30 18.1
chr_13 2700001 2800000 20 30 24.2
chr_13 3600001 3700000 20 30 19.3
chr_13 8500001 8600000 20 30 14.6
chr_13 9700001 9800000 20 30 45.8
chr_13 9900001 10000000 20 30 11.6
chr_13 11200001 11300000 20 30 61.8
chr_13 11600001 11700000 20 30 10.4
chr_13 11700001 11800000 20 30 28.3
chr_13 11900001 12000000 20 30 11.4
chr_13 12000001 12100000 20 30 31.2
chr_13 12100001 12200000 20 30 14.5
chr_13 12500001 12600000 20 30 24.8
chr_13 13000001 13100000 20 30 31.9
chr_13 13300001 13400000 20 30 13.3
chr_13 13500001 13600000 20 30 28.3
chr_13 15100001 15200000 20 30 20.5
chr_13 15200001 15300000 20 30 33.9
chr_13 15800001 15900000 20 30 16.8
chr_13 15900001 16000000 20 30 14.7
chr_13 16000001 16100000 20 30 23.2
chr_13 16100001 16200000 20 30 22.3
chr_13 16800001 16900000 20 30 48.5
chr_13 18100001 18200000 20 30 131.9
chr_13 18200001 18300000 20 30 64.7
chr_13 18300001 18400000 20 30 16.6
chr_13 18400001 18500000 20 30 390
chr_13 18500001 18600000 20 30 174.2
chr_13 18600001 18700000 20 30 159.8
chr_13 18700001 18800000 20 30 17
chr_13 18900001 19000000 20 30 53.5
chr_13 19000001 19100000 20 30 14.4
chr_13 19100001 19200000 20 30 29.6
chr_13 19300001 19400000 20 30 41.2
chr_13 19500001 19600000 20 30 135.7
chr_13 19800001 19900000 20 30 18.6
chr_13 20100001 20200000 20 30 31.1
chr_13 400001 500000 30 40 10.2
chr_13 500001 600000 30 40 38.1
chr_13 600001 700000 30 40 48.7
chr_13 700001 800000 30 40 90
chr_13 800001 900000 30 40 191.7
chr_13 900001 1000000 30 40 130.4
chr_13 1000001 1100000 30 40 99.3
chr_13 1100001 1200000 30 40 58.9
chr_13 1200001 1300000 30 40 61.8
chr_13 1400001 1500000 30 40 184
chr_13 1500001 1600000 30 40 10.8
chr_13 1600001 1700000 30 40 18.6
chr_13 1800001 1900000 30 40 24.9
chr_13 1900001 2000000 30 40 22.5
chr_13 2000001 2100000 30 40 16.2
chr_13 2300001 2400000 30 40 11.8
chr_13 3300001 3400000 30 40 16.6
chr_13 3600001 3700000 30 40 13.2
chr_13 6400001 6500000 30 40 14.2
chr_13 6800001 6900000 30 40 13
chr_13 8700001 8800000 30 40 10.7
chr_13 10000001 10100000 30 40 12.6
chr_13 10200001 10300000 30 40 18.2
chr_13 11700001 11800000 30 40 10.6
chr_13 12000001 12100000 30 40 15.6
chr_13 13400001 13500000 30 40 12.3
chr_13 14100001 14200000 30 40 89.2
chr_13 14500001 14600000 30 40 32.7
chr_13 14600001 14700000 30 40 92.8
chr_13 15000001 15100000 30 40 19.7
chr_13 15500001 15600000 30 40 23.6
chr_13 15900001 16000000 30 40 59.5
chr_13 16300001 16400000 30 40 59.6
chr_13 16800001 16900000 30 40 12
chr_13 16900001 17000000 30 40 36.6
chr_13 17600001 17700000 30 40 25
chr_13 17700001 17800000 30 40 13.1
chr_13 18000001 18100000 30 40 128.3
chr_13 18100001 18200000 30 40 11
chr_13 18200001 18300000 30 40 14
chr_13 18300001 18400000 30 40 28.7
chr_13 18400001 18500000 30 40 57.1
chr_13 18500001 18600000 30 40 126.7
chr_13 18700001 18800000 30 40 18.2
chr_13 18900001 19000000 30 40 47.4
chr_13 19100001 19200000 30 40 58.7
