chr pos1 pos2 lunitmin lunitmax nrep
chr_14 1 100000 10 20 74.8
chr_14 100001 200000 10 20 21.2
chr_14 200001 300000 10 20 14.9
chr_14 400001 500000 10 20 34.6
chr_14 500001 600000 10 20 98.7
chr_14 600001 700000 10 20 27.2
chr_14 700001 800000 10 20 135.4
chr_14 800001 900000 10 20 58.3
chr_14 900001 1000000 10 20 46
chr_14 1000001 1100000 10 20 300.4
chr_14 1100001 1200000 10 20 150.9
chr_14 1400001 1500000 10 20 22.2
chr_14 1500001 1600000 10 20 106
chr_14 1600001 1700000 10 20 41.9
chr_14 1700001 1800000 10 20 91.9
chr_14 1800001 1900000 10 20 21.4
chr_14 1900001 2000000 10 20 77.4
chr_14 2000001 2100000 10 20 11
chr_14 3000001 3100000 10 20 36.7
chr_14 3100001 3200000 10 20 22.9
chr_14 3200001 3300000 10 20 31.7
chr_14 3300001 3400000 10 20 26.4
chr_14 3400001 3500000 10 20 53.9
chr_14 3600001 3700000 10 20 47.4
chr_14 3900001 4000000 10 20 40.4
chr_14 4100001 4200000 10 20 10.2
chr_14 4300001 4400000 10 20 35.9
chr_14 4600001 4700000 10 20 25.2
chr_14 4800001 4900000 10 20 32.3
chr_14 5100001 5200000 10 20 40.9
chr_14 5200001 5300000 10 20 33.9
chr_14 5400001 5500000 10 20 15.4
chr_14 5900001 6000000 10 20 24.1
chr_14 6300001 6400000 10 20 11.8
chr_14 6400001 6500000 10 20 163.3
chr_14 6500001 6600000 10 20 29.2
chr_14 6600001 6700000 10 20 10.8
chr_14 6700001 6800000 10 20 13.1
chr_14 7000001 7100000 10 20 16.3
chr_14 7100001 7200000 10 20 11.3
chr_14 7700001 7800000 10 20 38.6
chr_14 7800001 7900000 10 20 26.8
chr_14 7900001 8000000 10 20 42.7
chr_14 8100001 8200000 10 20 14.6
chr_14 8900001 9000000 10 20 61.5
chr_14 9400001 9500000 10 20 10.9
chr_14 9700001 9800000 10 20 29.1
chr_14 9800001 9900000 10 20 83
chr_14 10600001 10700000 10 20 57.8
chr_14 11200001 11300000 10 20 84.4
chr_14 11700001 11800000 10 20 14.8
chr_14 12300001 12400000 10 20 14.8
chr_14 13100001 13200000 10 20 42.9
chr_14 13600001 13700000 10 20 12.8
chr_14 14100001 14200000 10 20 27.2
chr_14 14300001 14400000 10 20 97.1
chr_14 14800001 14900000 10 20 15
chr_14 15200001 15300000 10 20 27.9
chr_14 15600001 15700000 10 20 80.2
chr_14 15700001 15800000 10 20 74.4
chr_14 16000001 16100000 10 20 30.7
chr_14 16100001 16200000 10 20 36.6
chr_14 16200001 16300000 10 20 13
chr_14 16300001 16400000 10 20 13.4
chr_14 16400001 16500000 10 20 30.3
chr_14 16500001 16600000 10 20 29.9
chr_14 16600001 16700000 10 20 71.2
chr_14 16700001 16800000 10 20 125.2
chr_14 16800001 16900000 10 20 55
chr_14 16900001 17000000 10 20 139.1
chr_14 17000001 17100000 10 20 180.3
chr_14 17100001 17200000 10 20 232.4
chr_14 17200001 17300000 10 20 144.1
chr_14 17300001 17400000 10 20 78.9
chr_14 17400001 17500000 10 20 157.1
chr_14 17500001 17600000 10 20 117.5
chr_14 17600001 17700000 10 20 47.5
chr_14 17700001 17800000 10 20 55
chr_14 17900001 18000000 10 20 514.1
chr_14 18000001 18100000 10 20 174.1
chr_14 18100001 18200000 10 20 546.3
chr_14 18200001 18300000 10 20 328.3
chr_14 18300001 18400000 10 20 643
chr_14 18400001 18500000 10 20 233.4
chr_14 18500001 18600000 10 20 464.8
chr_14 18600001 18700000 10 20 79.9
chr_14 18700001 18800000 10 20 102
chr_14 18800001 18900000 10 20 145.3
chr_14 1 100000 20 30 39.4
chr_14 400001 500000 20 30 48.9
chr_14 600001 700000 20 30 53.1
chr_14 700001 800000 20 30 23.3
chr_14 800001 900000 20 30 16.5
chr_14 1000001 1100000 20 30 19.6
chr_14 1100001 1200000 20 30 19
chr_14 1500001 1600000 20 30 29.7
chr_14 1600001 1700000 20 30 99
chr_14 1700001 1800000 20 30 54.2
chr_14 2000001 2100000 20 30 43.1
chr_14 2300001 2400000 20 30 10.8
chr_14 3200001 3300000 20 30 18.2
chr_14 3400001 3500000 20 30 10.8
chr_14 3600001 3700000 20 30 26.6
chr_14 4800001 4900000 20 30 37.7
chr_14 5400001 5500000 20 30 40.8
chr_14 6400001 6500000 20 30 61.3
chr_14 6500001 6600000 20 30 34
chr_14 6900001 7000000 20 30 15.9
chr_14 7300001 7400000 20 30 30.2
chr_14 7700001 7800000 20 30 36.7
chr_14 7900001 8000000 20 30 45.8
chr_14 9400001 9500000 20 30 13.2
chr_14 9600001 9700000 20 30 59.9
chr_14 9800001 9900000 20 30 66.1
chr_14 9900001 10000000 20 30 10.3
chr_14 10600001 10700000 20 30 33.4
chr_14 11300001 11400000 20 30 31.7
chr_14 12400001 12500000 20 30 53.5
chr_14 12600001 12700000 20 30 12.6
chr_14 14000001 14100000 20 30 18.5
chr_14 14100001 14200000 20 30 29.1
chr_14 14500001 14600000 20 30 49.3
chr_14 15200001 15300000 20 30 24.7
chr_14 15700001 15800000 20 30 28.3
chr_14 15800001 15900000 20 30 11.8
chr_14 15900001 16000000 20 30 22.5
chr_14 16000001 16100000 20 30 46.5
chr_14 16100001 16200000 20 30 67.1
chr_14 16400001 16500000 20 30 13.9
chr_14 16500001 16600000 20 30 60.9
chr_14 16600001 16700000 20 30 90.2
chr_14 16700001 16800000 20 30 77.8
chr_14 16800001 16900000 20 30 167.6
chr_14 16900001 17000000 20 30 93.9
chr_14 17000001 17100000 20 30 104.6
chr_14 17100001 17200000 20 30 42.1
chr_14 17200001 17300000 20 30 97.5
chr_14 17400001 17500000 20 30 48.5
chr_14 17500001 17600000 20 30 96.7
chr_14 17600001 17700000 20 30 144.6
chr_14 17700001 17800000 20 30 65
chr_14 17800001 17900000 20 30 114.4
chr_14 17900001 18000000 20 30 36
chr_14 18000001 18100000 20 30 174.6
chr_14 18100001 18200000 20 30 328.7
chr_14 18200001 18300000 20 30 282.8
chr_14 18300001 18400000 20 30 347.9
chr_14 18400001 18500000 20 30 142
chr_14 18500001 18600000 20 30 143
chr_14 18600001 18700000 20 30 30.4
chr_14 18800001 18900000 20 30 27.8
chr_14 200001 300000 30 40 38.4
chr_14 600001 700000 30 40 52
chr_14 700001 800000 30 40 18.3
chr_14 1000001 1100000 30 40 100.9
chr_14 1100001 1200000 30 40 29.4
chr_14 1400001 1500000 30 40 14.3
chr_14 1500001 1600000 30 40 11.8
chr_14 1700001 1800000 30 40 47.5
chr_14 1800001 1900000 30 40 31.4
chr_14 3400001 3500000 30 40 10.5
chr_14 3600001 3700000 30 40 16.3
chr_14 4100001 4200000 30 40 18.7
chr_14 4300001 4400000 30 40 10.2
chr_14 5100001 5200000 30 40 20.9
chr_14 5900001 6000000 30 40 13
chr_14 6600001 6700000 30 40 17.9
chr_14 7700001 7800000 30 40 15.8
chr_14 7900001 8000000 30 40 21.4
chr_14 9300001 9400000 30 40 24.2
chr_14 9900001 10000000 30 40 11
chr_14 10200001 10300000 30 40 20.4
chr_14 10800001 10900000 30 40 39.9
chr_14 11000001 11100000 30 40 14
chr_14 11200001 11300000 30 40 42.2
chr_14 13300001 13400000 30 40 18.2
chr_14 14200001 14300000 30 40 20
chr_14 15800001 15900000 30 40 11
chr_14 16400001 16500000 30 40 10.1
chr_14 16600001 16700000 30 40 25.9
chr_14 16700001 16800000 30 40 25.1
chr_14 16800001 16900000 30 40 27.8
chr_14 16900001 17000000 30 40 29.8
chr_14 17100001 17200000 30 40 70.9
chr_14 17200001 17300000 30 40 38.8
chr_14 17300001 17400000 30 40 22.1
chr_14 17400001 17500000 30 40 24.9
chr_14 17500001 17600000 30 40 18
chr_14 17600001 17700000 30 40 19.3
chr_14 17800001 17900000 30 40 12.1
chr_14 17900001 18000000 30 40 172.5
chr_14 18000001 18100000 30 40 10.9
chr_14 18100001 18200000 30 40 85.3
chr_14 18200001 18300000 30 40 89.8
chr_14 18300001 18400000 30 40 70.4
chr_14 18400001 18500000 30 40 11.1
chr_14 18500001 18600000 30 40 26.8
chr_14 18600001 18700000 30 40 41.6
chr_14 200001 300000 40 50 22.1
chr_14 500001 600000 40 50 38.3
chr_14 1900001 2000000 40 50 11.3
chr_14 3400001 3500000 40 50 49.1
chr_14 3600001 3700000 40 50 29.4
chr_14 3800001 3900000 40 50 12.2
chr_14 4400001 4500000 40 50 11.6
chr_14 4600001 4700000 40 50 10.1
chr_14 5100001 5200000 40 50 19.2
chr_14 5400001 5500000 40 50 24
chr_14 6100001 6200000 40 50 10.1
chr_14 7700001 7800000 40 50 10.7
chr_14 8000001 8100000 40 50 10.2
chr_14 9600001 9700000 40 50 10.7
chr_14 9800001 9900000 40 50 16.5
chr_14 11200001 11300000 40 50 28.1
chr_14 11700001 11800000 40 50 14
chr_14 14300001 14400000 40 50 14.6
chr_14 16600001 16700000 40 50 26.9
chr_14 16800001 16900000 40 50 27.1
chr_14 16900001 17000000 40 50 18.9
chr_14 17000001 17100000 40 50 27.3
chr_14 17300001 17400000 40 50 10.4
chr_14 17800001 17900000 40 50 10.5
chr_14 18100001 18200000 40 50 41.6
chr_14 18200001 18300000 40 50 63.6
chr_14 18300001 18400000 40 50 86.9
chr_14 18400001 18500000 40 50 28.5
chr_14 18500001 18600000 40 50 207.7
chr_14 700001 800000 50 60 10.8
chr_14 1000001 1100000 50 60 67.2
chr_14 4800001 4900000 50 60 11.6
chr_14 5200001 5300000 50 60 11.3
chr_14 8900001 9000000 50 60 11.1
chr_14 10800001 10900000 50 60 19.9
chr_14 16700001 16800000 50 60 14.7
chr_14 17100001 17200000 50 60 14.2
chr_14 17600001 17700000 50 60 13.6
chr_14 17900001 18000000 50 60 97.7
chr_14 18000001 18100000 50 60 15.9
chr_14 18100001 18200000 50 60 39.4
chr_14 18300001 18400000 50 60 10.4
chr_14 18400001 18500000 50 60 13.4
chr_14 18700001 18800000 50 60 12.4
chr_14 400001 500000 60 70 16.3
chr_14 500001 600000 60 70 31.8
chr_14 1700001 1800000 60 70 11.6
chr_14 10000001 10100000 60 70 10.2
chr_14 16600001 16700000 60 70 11.2
chr_14 18400001 18500000 60 70 32.2
chr_14 18500001 18600000 60 70 22.6
chr_14 200001 300000 70 80 14.1
chr_14 500001 600000 70 80 12.9
chr_14 1600001 1700000 70 80 10.4
chr_14 17400001 17500000 70 80 11.9
chr_14 18100001 18200000 70 80 20.3
chr_14 5400001 5500000 80 90 10.2
chr_14 10800001 10900000 80 90 13.3
chr_14 18300001 18400000 90 100 27
chr_14 18500001 18600000 100 110 52.8
chr_14 9600001 9700000 120 130 12.1
chr_14 18500001 18600000 140 150 37.7
chr_14 1 100000 190 200 49.3
