chr pos1 pos2 lunitmin lunitmax nrep
chr_23 100001 200000 10 20 27.5
chr_23 400001 500000 10 20 114.9
chr_23 500001 600000 10 20 31.6
chr_23 600001 700000 10 20 67.9
chr_23 700001 800000 10 20 57.8
chr_23 800001 900000 10 20 10.6
chr_23 900001 1000000 10 20 13.9
chr_23 1000001 1100000 10 20 40.1
chr_23 1100001 1200000 10 20 13.7
chr_23 1200001 1300000 10 20 14.5
chr_23 1300001 1400000 10 20 13.9
chr_23 1400001 1500000 10 20 43.4
chr_23 1500001 1600000 10 20 70.3
chr_23 1600001 1700000 10 20 66.6
chr_23 1700001 1800000 10 20 33.1
chr_23 1800001 1900000 10 20 109.8
chr_23 1900001 2000000 10 20 108.2
chr_23 2200001 2300000 10 20 24.5
chr_23 2300001 2400000 10 20 78
chr_23 2400001 2500000 10 20 13.2
chr_23 2500001 2600000 10 20 70.5
chr_23 2600001 2700000 10 20 13.5
chr_23 2900001 3000000 10 20 118.9
chr_23 3100001 3200000 10 20 13.6
chr_23 3200001 3300000 10 20 20
chr_23 3300001 3400000 10 20 137.1
chr_23 3400001 3500000 10 20 60
chr_23 3500001 3600000 10 20 100.4
chr_23 3600001 3700000 10 20 140.6
chr_23 3800001 3900000 10 20 51.3
chr_23 3900001 4000000 10 20 177.7
chr_23 4100001 4200000 10 20 69.9
chr_23 4200001 4300000 10 20 21.1
chr_23 4300001 4400000 10 20 63.9
chr_23 4400001 4500000 10 20 46.2
chr_23 4500001 4600000 10 20 30.4
chr_23 4600001 4700000 10 20 117.1
chr_23 4700001 4800000 10 20 13.4
chr_23 4800001 4900000 10 20 54.5
chr_23 5000001 5100000 10 20 109.5
chr_23 5300001 5400000 10 20 80.4
chr_23 5400001 5500000 10 20 101.9
chr_23 5500001 5600000 10 20 381
chr_23 5600001 5700000 10 20 127.8
chr_23 5700001 5800000 10 20 146.2
chr_23 5800001 5900000 10 20 190.7
chr_23 5900001 6000000 10 20 407.7
chr_23 6000001 6100000 10 20 181.8
chr_23 6100001 6200000 10 20 167.9
chr_23 6200001 6300000 10 20 49.8
chr_23 6300001 6400000 10 20 38.5
chr_23 6400001 6500000 10 20 76.2
chr_23 6500001 6600000 10 20 74.1
chr_23 6600001 6700000 10 20 65.4
chr_23 6700001 6800000 10 20 73.3
chr_23 6800001 6900000 10 20 145.5
chr_23 6900001 7000000 10 20 33.4
chr_23 7000001 7100000 10 20 41.3
chr_23 7100001 7200000 10 20 74.6
chr_23 7200001 7300000 10 20 19.8
chr_23 600001 700000 20 30 39.6
chr_23 700001 800000 20 30 60.3
chr_23 800001 900000 20 30 11.6
chr_23 900001 1000000 20 30 42.2
chr_23 1300001 1400000 20 30 21.8
chr_23 1400001 1500000 20 30 19.2
chr_23 1500001 1600000 20 30 54.8
chr_23 1600001 1700000 20 30 20.6
chr_23 1700001 1800000 20 30 14
chr_23 1800001 1900000 20 30 36.1
chr_23 1900001 2000000 20 30 62
chr_23 2000001 2100000 20 30 19.1
chr_23 2300001 2400000 20 30 16
chr_23 2500001 2600000 20 30 23.9
chr_23 3000001 3100000 20 30 36.9
chr_23 3100001 3200000 20 30 12.2
chr_23 3200001 3300000 20 30 58
chr_23 3500001 3600000 20 30 20.2
chr_23 3600001 3700000 20 30 56.4
chr_23 3700001 3800000 20 30 19.5
chr_23 3800001 3900000 20 30 30.7
chr_23 3900001 4000000 20 30 91.1
chr_23 4000001 4100000 20 30 58.8
chr_23 4100001 4200000 20 30 25.3
chr_23 4200001 4300000 20 30 21.5
chr_23 4300001 4400000 20 30 44.9
chr_23 4400001 4500000 20 30 15
chr_23 4700001 4800000 20 30 13
chr_23 4800001 4900000 20 30 69.5
chr_23 4900001 5000000 20 30 31.6
chr_23 5000001 5100000 20 30 54.6
chr_23 5100001 5200000 20 30 14.7
chr_23 5200001 5300000 20 30 10.8
chr_23 5300001 5400000 20 30 160.9
chr_23 5400001 5500000 20 30 75.3
chr_23 5500001 5600000 20 30 240.3
chr_23 5600001 5700000 20 30 51.4
chr_23 5700001 5800000 20 30 112
chr_23 5800001 5900000 20 30 40.3
chr_23 5900001 6000000 20 30 364.7
chr_23 6000001 6100000 20 30 51.5
chr_23 6100001 6200000 20 30 190.6
chr_23 6200001 6300000 20 30 22.3
chr_23 6300001 6400000 20 30 30.3
chr_23 6400001 6500000 20 30 135
chr_23 6500001 6600000 20 30 47.7
chr_23 6600001 6700000 20 30 42.2
chr_23 6700001 6800000 20 30 299.5
chr_23 6800001 6900000 20 30 107.1
chr_23 6900001 7000000 20 30 11
chr_23 7100001 7200000 20 30 12.1
chr_23 400001 500000 30 40 11.3
chr_23 700001 800000 30 40 29.6
chr_23 1100001 1200000 30 40 11
chr_23 1500001 1600000 30 40 19.6
chr_23 2000001 2100000 30 40 11.5
chr_23 2300001 2400000 30 40 12.2
chr_23 2400001 2500000 30 40 13.6
chr_23 2500001 2600000 30 40 22.5
chr_23 3100001 3200000 30 40 26.3
chr_23 3300001 3400000 30 40 10.2
chr_23 3400001 3500000 30 40 10.4
chr_23 3500001 3600000 30 40 19.6
chr_23 3800001 3900000 30 40 11.4
chr_23 3900001 4000000 30 40 47.1
chr_23 4300001 4400000 30 40 12
chr_23 4600001 4700000 30 40 70.3
chr_23 4800001 4900000 30 40 14
chr_23 5300001 5400000 30 40 12
chr_23 5400001 5500000 30 40 19.3
chr_23 5500001 5600000 30 40 71.8
chr_23 5600001 5700000 30 40 48.1
chr_23 5700001 5800000 30 40 22.9
chr_23 5800001 5900000 30 40 25.7
chr_23 5900001 6000000 30 40 32.2
chr_23 6000001 6100000 30 40 52.4
chr_23 6100001 6200000 30 40 11.6
chr_23 6200001 6300000 30 40 33.4
chr_23 6600001 6700000 30 40 31.7
chr_23 6700001 6800000 30 40 15.9
chr_23 6800001 6900000 30 40 24.5
chr_23 6900001 7000000 30 40 16.8
chr_23 7100001 7200000 30 40 10.5
chr_23 600001 700000 40 50 14.4
chr_23 1900001 2000000 40 50 12.4
chr_23 2500001 2600000 40 50 14.5
chr_23 3100001 3200000 40 50 15.3
chr_23 3600001 3700000 40 50 28.6
chr_23 3700001 3800000 40 50 35.1
chr_23 3800001 3900000 40 50 18.3
chr_23 4000001 4100000 40 50 10.5
chr_23 4100001 4200000 40 50 10.9
chr_23 4200001 4300000 40 50 10.6
chr_23 5300001 5400000 40 50 16
chr_23 5400001 5500000 40 50 13.2
chr_23 5500001 5600000 40 50 76.9
chr_23 5600001 5700000 40 50 13.4
chr_23 5700001 5800000 40 50 15.4
chr_23 5800001 5900000 40 50 15.1
chr_23 6100001 6200000 40 50 21.5
chr_23 6400001 6500000 40 50 11.4
chr_23 6500001 6600000 40 50 20.5
chr_23 6700001 6800000 40 50 13.1
chr_23 6800001 6900000 40 50 12.1
chr_23 1400001 1500000 50 60 10.1
chr_23 3700001 3800000 50 60 15.5
chr_23 4600001 4700000 50 60 24.3
chr_23 4800001 4900000 50 60 10.3
chr_23 5200001 5300000 50 60 10.4
chr_23 5500001 5600000 50 60 37.2
chr_23 5900001 6000000 50 60 16.7
chr_23 6700001 6800000 50 60 146.2
chr_23 3600001 3700000 60 70 10.8
chr_23 5300001 5400000 60 70 11.4
chr_23 5500001 5600000 60 70 13.5
chr_23 5900001 6000000 60 70 30.4
chr_23 6100001 6200000 60 70 14.3
chr_23 6700001 6800000 60 70 89.9
chr_23 5500001 5600000 70 80 10.3
chr_23 5800001 5900000 70 80 13.7
chr_23 6000001 6100000 70 80 11.3
chr_23 6200001 6300000 70 80 10.7
chr_23 3700001 3800000 80 90 11.3
chr_23 4100001 4200000 80 90 11
chr_23 3700001 3800000 90 100 11.9
chr_23 6700001 6800000 90 100 10.9
