chr pos1 pos2 lunitmin lunitmax nrep
chr_20 1 100000 10 20 50.7
chr_20 600001 700000 10 20 10.4
chr_20 800001 900000 10 20 15.2
chr_20 900001 1000000 10 20 70.7
chr_20 1000001 1100000 10 20 166.1
chr_20 1100001 1200000 10 20 15.4
chr_20 1200001 1300000 10 20 15.5
chr_20 1400001 1500000 10 20 37.8
chr_20 1600001 1700000 10 20 24.2
chr_20 1700001 1800000 10 20 53.7
chr_20 1800001 1900000 10 20 116.5
chr_20 1900001 2000000 10 20 34.4
chr_20 2000001 2100000 10 20 31.4
chr_20 2100001 2200000 10 20 57
chr_20 2700001 2800000 10 20 44.1
chr_20 3100001 3200000 10 20 85.3
chr_20 3200001 3300000 10 20 19.9
chr_20 3300001 3400000 10 20 60
chr_20 3400001 3500000 10 20 36
chr_20 3700001 3800000 10 20 32.6
chr_20 4100001 4200000 10 20 19.3
chr_20 4400001 4500000 10 20 74.1
chr_20 4600001 4700000 10 20 74.9
chr_20 4900001 5000000 10 20 25.5
chr_20 5100001 5200000 10 20 17.9
chr_20 5400001 5500000 10 20 12.9
chr_20 5500001 5600000 10 20 61.6
chr_20 5600001 5700000 10 20 151.7
chr_20 5800001 5900000 10 20 60.7
chr_20 5900001 6000000 10 20 165
chr_20 6000001 6100000 10 20 97.6
chr_20 6500001 6600000 10 20 38
chr_20 7200001 7300000 10 20 10.6
chr_20 7600001 7700000 10 20 11.6
chr_20 8300001 8400000 10 20 57.4
chr_20 8600001 8700000 10 20 20.9
chr_20 8700001 8800000 10 20 62.1
chr_20 8800001 8900000 10 20 21.4
chr_20 8900001 9000000 10 20 93.7
chr_20 9000001 9100000 10 20 11
chr_20 9400001 9500000 10 20 314.1
chr_20 9500001 9600000 10 20 157.1
chr_20 9600001 9700000 10 20 55.7
chr_20 9700001 9800000 10 20 78.7
chr_20 9900001 10000000 10 20 76.4
chr_20 10000001 10100000 10 20 93
chr_20 10100001 10200000 10 20 111.1
chr_20 10200001 10300000 10 20 140.2
chr_20 10300001 10400000 10 20 31.2
chr_20 10400001 10500000 10 20 185.5
chr_20 10500001 10600000 10 20 11.8
chr_20 10600001 10700000 10 20 198
chr_20 10700001 10800000 10 20 94
chr_20 10800001 10900000 10 20 98.8
chr_20 10900001 11000000 10 20 23.8
chr_20 11000001 11100000 10 20 42.1
chr_20 11100001 11200000 10 20 27
chr_20 600001 700000 20 30 18.2
chr_20 900001 1000000 20 30 101.8
chr_20 1000001 1100000 20 30 56
chr_20 1100001 1200000 20 30 48.9
chr_20 1400001 1500000 20 30 50.3
chr_20 1500001 1600000 20 30 19.2
chr_20 1600001 1700000 20 30 18.9
chr_20 1700001 1800000 20 30 89.5
chr_20 1800001 1900000 20 30 45
chr_20 1900001 2000000 20 30 55.1
chr_20 2000001 2100000 20 30 11.4
chr_20 2300001 2400000 20 30 15.1
chr_20 2500001 2600000 20 30 33.3
chr_20 2700001 2800000 20 30 22
chr_20 3000001 3100000 20 30 22.3
chr_20 3100001 3200000 20 30 59.1
chr_20 3300001 3400000 20 30 30.2
chr_20 3400001 3500000 20 30 12.5
chr_20 3600001 3700000 20 30 25.9
chr_20 4200001 4300000 20 30 19
chr_20 4400001 4500000 20 30 23.8
chr_20 4600001 4700000 20 30 50.5
chr_20 4800001 4900000 20 30 17.5
chr_20 4900001 5000000 20 30 11.4
chr_20 5000001 5100000 20 30 65.6
chr_20 5400001 5500000 20 30 22
