chr pos1 pos2 lunitmin lunitmax nrep
chr_3 1 100000 10 20 61.4
chr_3 200001 300000 10 20 52.3
chr_3 300001 400000 10 20 159.6
chr_3 400001 500000 10 20 439.1
chr_3 500001 600000 10 20 684
chr_3 600001 700000 10 20 288.7
chr_3 700001 800000 10 20 803.2
chr_3 800001 900000 10 20 181.7
chr_3 1200001 1300000 10 20 42.4
chr_3 1300001 1400000 10 20 338.5
chr_3 1400001 1500000 10 20 161.4
chr_3 1500001 1600000 10 20 73
chr_3 1600001 1700000 10 20 357.4
chr_3 1700001 1800000 10 20 15.6
chr_3 2000001 2100000 10 20 52
chr_3 2400001 2500000 10 20 64.8
chr_3 2900001 3000000 10 20 43.9
chr_3 3000001 3100000 10 20 28
chr_3 4000001 4100000 10 20 18.1
chr_3 5800001 5900000 10 20 46.6
chr_3 6400001 6500000 10 20 29.3
chr_3 7500001 7600000 10 20 163.9
chr_3 8500001 8600000 10 20 57.3
chr_3 9000001 9100000 10 20 12.1
chr_3 9600001 9700000 10 20 57.3
chr_3 10500001 10600000 10 20 23.2
chr_3 11600001 11700000 10 20 22.2
chr_3 11700001 11800000 10 20 35
chr_3 12100001 12200000 10 20 84.7
chr_3 13200001 13300000 10 20 41.4
chr_3 13400001 13500000 10 20 64.2
chr_3 13800001 13900000 10 20 16.2
chr_3 14300001 14400000 10 20 17.5
chr_3 15500001 15600000 10 20 78.5
chr_3 16300001 16400000 10 20 80.4
chr_3 16400001 16500000 10 20 17.4
chr_3 16700001 16800000 10 20 66.1
chr_3 16800001 16900000 10 20 11.2
chr_3 19700001 19800000 10 20 48.9
chr_3 19800001 19900000 10 20 25
chr_3 20500001 20600000 10 20 11.7
chr_3 21000001 21100000 10 20 10.5
chr_3 21200001 21300000 10 20 61.5
chr_3 21800001 21900000 10 20 11.3
chr_3 22400001 22500000 10 20 21.4
chr_3 22900001 23000000 10 20 14.6
chr_3 23100001 23200000 10 20 14.9
chr_3 23200001 23300000 10 20 28.6
chr_3 23400001 23500000 10 20 51.9
chr_3 25800001 25900000 10 20 31.7
chr_3 26100001 26200000 10 20 13
chr_3 26300001 26400000 10 20 15
chr_3 27200001 27300000 10 20 94.8
chr_3 27300001 27400000 10 20 14.5
chr_3 28300001 28400000 10 20 22.2
