chr pos1 pos2 lunitmin lunitmax nrep
chr_6 200001 300000 10 20 16.6
chr_6 400001 500000 10 20 109.9
chr_6 600001 700000 10 20 53.4
chr_6 700001 800000 10 20 35.8
chr_6 1000001 1100000 10 20 12.3
chr_6 1100001 1200000 10 20 38.1
chr_6 1300001 1400000 10 20 10.6
chr_6 2200001 2300000 10 20 47.9
chr_6 2700001 2800000 10 20 22.9
chr_6 2900001 3000000 10 20 16
chr_6 3000001 3100000 10 20 22.7
chr_6 3300001 3400000 10 20 52.3
chr_6 3500001 3600000 10 20 11.6
chr_6 4100001 4200000 10 20 50.5
chr_6 4400001 4500000 10 20 136.7
chr_6 4600001 4700000 10 20 106.5
chr_6 4800001 4900000 10 20 160.4
chr_6 4900001 5000000 10 20 10.7
chr_6 5100001 5200000 10 20 11.9
chr_6 5300001 5400000 10 20 46.9
chr_6 5900001 6000000 10 20 13.2
chr_6 6100001 6200000 10 20 17.3
chr_6 6400001 6500000 10 20 23.8
chr_6 6500001 6600000 10 20 46
chr_6 6600001 6700000 10 20 26.9
chr_6 6700001 6800000 10 20 47.3
chr_6 7100001 7200000 10 20 193.7
chr_6 7200001 7300000 10 20 35.6
chr_6 7400001 7500000 10 20 16.2
chr_6 7700001 7800000 10 20 19.3
chr_6 8300001 8400000 10 20 46.1
chr_6 8400001 8500000 10 20 50.5
chr_6 8700001 8800000 10 20 14.5
chr_6 8900001 9000000 10 20 166.8
chr_6 9400001 9500000 10 20 13.4
chr_6 9500001 9600000 10 20 13.3
chr_6 9600001 9700000 10 20 35.8
chr_6 10300001 10400000 10 20 28.6
chr_6 10400001 10500000 10 20 65.8
chr_6 10900001 11000000 10 20 25.7
chr_6 11200001 11300000 10 20 20.8
chr_6 11800001 11900000 10 20 24.6
chr_6 12200001 12300000 10 20 60.6
chr_6 12600001 12700000 10 20 54.9
chr_6 12900001 13000000 10 20 20.7
chr_6 13400001 13500000 10 20 18.1
chr_6 14300001 14400000 10 20 12.6
chr_6 16200001 16300000 10 20 24.8
chr_6 16800001 16900000 10 20 14.5
chr_6 16900001 17000000 10 20 10.9
chr_6 17200001 17300000 10 20 19.8
chr_6 17400001 17500000 10 20 20.8
chr_6 17700001 17800000 10 20 57.9
chr_6 18400001 18500000 10 20 25.3
chr_6 19400001 19500000 10 20 13.8
chr_6 20700001 20800000 10 20 10.5
chr_6 21400001 21500000 10 20 10.7
chr_6 23500001 23600000 10 20 13.8
chr_6 24900001 25000000 10 20 160.8
chr_6 25200001 25300000 10 20 10.6
chr_6 26500001 26600000 10 20 12.7
chr_6 26600001 26700000 10 20 11
chr_6 27000001 27100000 10 20 14.6
chr_6 27600001 27700000 10 20 98.4
chr_6 29200001 29300000 10 20 27.2
chr_6 29500001 29600000 10 20 23.9
chr_6 32100001 32200000 10 20 36.3
chr_6 32300001 32400000 10 20 25
chr_6 33500001 33600000 10 20 10.6
chr_6 34100001 34200000 10 20 11.6
chr_6 34200001 34300000 10 20 139.9
chr_6 34300001 34400000 10 20 44.1
chr_6 34400001 34500000 10 20 207.6
chr_6 34500001 34600000 10 20 32.6
chr_6 34600001 34700000 10 20 81.5
chr_6 34700001 34800000 10 20 51.2
chr_6 34800001 34900000 10 20 38.5
chr_6 35000001 35100000 10 20 17
