chr pos1 pos2 lunitmin lunitmax nrep
chr_11 100001 200000 10 20 140.6
chr_11 200001 300000 10 20 161
chr_11 300001 400000 10 20 13.1
chr_11 400001 500000 10 20 26.6
chr_11 500001 600000 10 20 302.1
chr_11 600001 700000 10 20 750.8
chr_11 700001 800000 10 20 783.2
chr_11 800001 900000 10 20 297.8
chr_11 900001 1000000 10 20 471.3
chr_11 1000001 1100000 10 20 583.4
chr_11 1100001 1200000 10 20 1284.7
chr_11 1200001 1300000 10 20 162.3
chr_11 1300001 1400000 10 20 64
chr_11 1400001 1500000 10 20 141.3
chr_11 1500001 1600000 10 20 30.3
chr_11 1600001 1700000 10 20 81
chr_11 1700001 1800000 10 20 189.8
chr_11 1800001 1900000 10 20 206.7
chr_11 2000001 2100000 10 20 87.7
chr_11 2100001 2200000 10 20 611.5
chr_11 2300001 2400000 10 20 24.6
chr_11 2600001 2700000 10 20 13.2
chr_11 2700001 2800000 10 20 40.2
chr_11 2800001 2900000 10 20 53.4
chr_11 2900001 3000000 10 20 10.1
chr_11 3000001 3100000 10 20 12.1
chr_11 3200001 3300000 10 20 15.2
chr_11 3600001 3700000 10 20 11
chr_11 3700001 3800000 10 20 90.9
chr_11 4000001 4100000 10 20 33.3
chr_11 4900001 5000000 10 20 33
chr_11 5500001 5600000 10 20 40.9
chr_11 5600001 5700000 10 20 13.4
chr_11 5800001 5900000 10 20 18.7
chr_11 6200001 6300000 10 20 38.4
chr_11 6500001 6600000 10 20 41.4
chr_11 7000001 7100000 10 20 11
chr_11 7200001 7300000 10 20 27.1
chr_11 8100001 8200000 10 20 65
chr_11 8200001 8300000 10 20 24.6
chr_11 8400001 8500000 10 20 32.8
chr_11 8600001 8700000 10 20 43.5
chr_11 8800001 8900000 10 20 19.9
chr_11 9200001 9300000 10 20 24.7
chr_11 9800001 9900000 10 20 120.6
chr_11 10700001 10800000 10 20 15.4
chr_11 11200001 11300000 10 20 30
chr_11 11900001 12000000 10 20 15.5
chr_11 12000001 12100000 10 20 44.3
chr_11 12200001 12300000 10 20 16.4
chr_11 12300001 12400000 10 20 57.1
chr_11 13400001 13500000 10 20 15.3
chr_11 14600001 14700000 10 20 37
chr_11 14700001 14800000 10 20 201.9
chr_11 15000001 15100000 10 20 37.7
chr_11 15100001 15200000 10 20 28.6
chr_11 15500001 15600000 10 20 11.3
chr_11 15700001 15800000 10 20 28.5
chr_11 16300001 16400000 10 20 11.8
chr_11 16600001 16700000 10 20 29.8
chr_11 16900001 17000000 10 20 15.6
chr_11 17400001 17500000 10 20 10.3
chr_11 17600001 17700000 10 20 177.3
chr_11 17800001 17900000 10 20 65.5
chr_11 18100001 18200000 10 20 123.1
chr_11 18200001 18300000 10 20 42
chr_11 18300001 18400000 10 20 68.5
chr_11 18400001 18500000 10 20 21.9
chr_11 18500001 18600000 10 20 51.9
chr_11 18600001 18700000 10 20 71.9
chr_11 18700001 18800000 10 20 35.9
chr_11 18900001 19000000 10 20 40.1
chr_11 19800001 19900000 10 20 23.4
chr_11 19900001 20000000 10 20 61.1
chr_11 20000001 20100000 10 20 59.9
chr_11 20200001 20300000 10 20 44.4
chr_11 20600001 20700000 10 20 40.2
chr_11 20700001 20800000 10 20 118.2
chr_11 20800001 20900000 10 20 21.8
chr_11 20900001 21000000 10 20 35.1
chr_11 21000001 21100000 10 20 358.6
chr_11 21100001 21200000 10 20 289.2
chr_11 21200001 21300000 10 20 30.1
chr_11 21300001 21400000 10 20 31.2
chr_11 21400001 21500000 10 20 39.4
chr_11 1 100000 20 30 83
chr_11 100001 200000 20 30 32.1
