chr pos1 pos2 lunitmin lunitmax nrep
chr_27 200001 300000 10 20 24.3
chr_27 300001 400000 10 20 12.1
chr_27 500001 600000 10 20 145.5
chr_27 600001 700000 10 20 291.3
chr_27 700001 800000 10 20 564.2
chr_27 800001 900000 10 20 665.5
chr_27 900001 1000000 10 20 92.5
chr_27 1000001 1100000 10 20 20.5
chr_27 1300001 1400000 10 20 38.8
chr_27 1500001 1600000 10 20 49.2
chr_27 1700001 1800000 10 20 14
chr_27 2200001 2300000 10 20 49.6
chr_27 2500001 2600000 10 20 62.5
chr_27 3100001 3200000 10 20 12
chr_27 3200001 3300000 10 20 282.1
chr_27 3300001 3400000 10 20 10.7
chr_27 3400001 3500000 10 20 51.2
chr_27 3500001 3600000 10 20 42.1
chr_27 3600001 3700000 10 20 26.9
chr_27 3800001 3900000 10 20 20.8
chr_27 4200001 4300000 10 20 94.7
chr_27 4300001 4400000 10 20 52.8
chr_27 4400001 4500000 10 20 22
chr_27 4600001 4700000 10 20 17.6
chr_27 400001 500000 20 30 37.7
chr_27 500001 600000 20 30 115.9
chr_27 600001 700000 20 30 270.9
chr_27 700001 800000 20 30 307.7
chr_27 800001 900000 20 30 412.4
chr_27 900001 1000000 20 30 79.6
chr_27 1000001 1100000 20 30 10.1
chr_27 1200001 1300000 20 30 21.4
chr_27 1500001 1600000 20 30 12.1
chr_27 2000001 2100000 20 30 15.5
chr_27 2300001 2400000 20 30 77.5
chr_27 3100001 3200000 20 30 30.5
chr_27 3200001 3300000 20 30 47.1
chr_27 3600001 3700000 20 30 65.9
chr_27 3900001 4000000 20 30 26
chr_27 4100001 4200000 20 30 12.8
chr_27 4200001 4300000 20 30 71.5
chr_27 4300001 4400000 20 30 58.4
chr_27 4500001 4600000 20 30 11
chr_27 4900001 5000000 20 30 118.1
chr_27 400001 500000 30 40 13.6
chr_27 500001 600000 30 40 38.2
chr_27 600001 700000 30 40 53.4
chr_27 700001 800000 30 40 161.9
chr_27 800001 900000 30 40 104.7
chr_27 900001 1000000 30 40 35.5
chr_27 1000001 1100000 30 40 25.8
chr_27 1800001 1900000 30 40 12.3
chr_27 2000001 2100000 30 40 16.1
chr_27 3200001 3300000 30 40 61.1
chr_27 3600001 3700000 30 40 21.2
chr_27 4200001 4300000 30 40 14.8
chr_27 4300001 4400000 30 40 11.3
chr_27 4400001 4500000 30 40 19.3
chr_27 500001 600000 40 50 28.4
chr_27 600001 700000 40 50 42.8
chr_27 700001 800000 40 50 67.2
chr_27 800001 900000 40 50 64
chr_27 900001 1000000 40 50 39.8
chr_27 1100001 1200000 40 50 11.4
chr_27 1700001 1800000 40 50 17
chr_27 2300001 2400000 40 50 11.7
chr_27 3600001 3700000 40 50 11.2
chr_27 4200001 4300000 40 50 38.6
chr_27 4900001 5000000 40 50 12.4
chr_27 700001 800000 50 60 33.5
chr_27 800001 900000 50 60 37.5
chr_27 900001 1000000 50 60 12.9
chr_27 3200001 3300000 50 60 29.5
chr_27 3600001 3700000 50 60 14.3
chr_27 4300001 4400000 50 60 29.5
chr_27 600001 700000 60 70 20.9
chr_27 700001 800000 60 70 10.8
chr_27 800001 900000 60 70 63.7
chr_27 1000001 1100000 60 70 14.9
chr_27 1700001 1800000 60 70 19.1
chr_27 3100001 3200000 60 70 10.1
chr_27 600001 700000 70 80 10.2
chr_27 4200001 4300000 70 80 12.3
chr_27 4900001 5000000 190 200 29.4
chr_27 4900001 5000000 380 390 14.7
