chr pos1 pos2 lunitmin lunitmax nrep
chr_25 300001 400000 10 20 342.9
chr_25 400001 500000 10 20 507.1
chr_25 500001 600000 10 20 239.9
chr_25 600001 700000 10 20 43.5
chr_25 700001 800000 10 20 190.6
chr_25 800001 900000 10 20 144.5
chr_25 900001 1000000 10 20 84.3
chr_25 1000001 1100000 10 20 154.3
chr_25 1100001 1200000 10 20 125.2
chr_25 1200001 1300000 10 20 78.9
chr_25 1300001 1400000 10 20 186.1
chr_25 1400001 1500000 10 20 90.5
chr_25 1500001 1600000 10 20 218.4
chr_25 1600001 1700000 10 20 243.1
chr_25 1700001 1800000 10 20 149.3
chr_25 1800001 1900000 10 20 115
chr_25 1900001 2000000 10 20 314.2
chr_25 2000001 2100000 10 20 165.9
chr_25 2100001 2200000 10 20 152.7
chr_25 2200001 2300000 10 20 250.7
chr_25 2300001 2400000 10 20 156.1
chr_25 2400001 2500000 10 20 513.5
chr_25 2500001 2600000 10 20 317.7
chr_25 2600001 2700000 10 20 437
chr_25 2700001 2800000 10 20 267.6
chr_25 2800001 2900000 10 20 320.3
chr_25 2900001 3000000 10 20 204.2
chr_25 3000001 3100000 10 20 76.1
chr_25 3100001 3200000 10 20 37.4
chr_25 3200001 3300000 10 20 14.6
chr_25 3400001 3500000 10 20 23.7
chr_25 3500001 3600000 10 20 38
chr_25 3600001 3700000 10 20 10.9
chr_25 3700001 3800000 10 20 83.2
chr_25 3800001 3900000 10 20 13
chr_25 3900001 4000000 10 20 21.1
chr_25 4000001 4100000 10 20 12.4
chr_25 4100001 4200000 10 20 16.8
chr_25 4200001 4300000 10 20 86
chr_25 4300001 4400000 10 20 31
chr_25 4400001 4500000 10 20 18.2
chr_25 4500001 4600000 10 20 11.3
chr_25 4600001 4700000 10 20 92.9
chr_25 4700001 4800000 10 20 45.5
chr_25 4800001 4900000 10 20 61.8
chr_25 5000001 5100000 10 20 75.4
chr_25 5100001 5200000 10 20 127.6
chr_25 5200001 5300000 10 20 17.9
chr_25 5400001 5500000 10 20 67.2
chr_25 5500001 5600000 10 20 115.1
chr_25 5700001 5800000 10 20 10.1
chr_25 6100001 6200000 10 20 49.1
chr_25 6300001 6400000 10 20 10.5
chr_25 6700001 6800000 10 20 414.7
chr_25 200001 300000 20 30 64.7
chr_25 300001 400000 20 30 232.2
chr_25 400001 500000 20 30 169.2
chr_25 500001 600000 20 30 129.6
chr_25 600001 700000 20 30 23
chr_25 800001 900000 20 30 39.3
chr_25 900001 1000000 20 30 11.2
chr_25 1000001 1100000 20 30 64.3
chr_25 1100001 1200000 20 30 79.9
