chr pos1 pos2 lunitmin lunitmax nrep
chr_24 100001 200000 10 20 25.5
chr_24 200001 300000 10 20 17.9
chr_24 300001 400000 10 20 88.5
chr_24 400001 500000 10 20 136.6
chr_24 500001 600000 10 20 76.8
chr_24 600001 700000 10 20 24.6
chr_24 700001 800000 10 20 145.6
chr_24 800001 900000 10 20 285.4
chr_24 900001 1000000 10 20 246
chr_24 1000001 1100000 10 20 124.6
chr_24 1100001 1200000 10 20 22.8
chr_24 1200001 1300000 10 20 74.7
chr_24 1300001 1400000 10 20 12.4
chr_24 1400001 1500000 10 20 18.5
chr_24 1600001 1700000 10 20 69.5
chr_24 1700001 1800000 10 20 33.6
chr_24 1800001 1900000 10 20 47.8
chr_24 1900001 2000000 10 20 461.2
chr_24 2000001 2100000 10 20 452.1
chr_24 2100001 2200000 10 20 105.7
chr_24 2200001 2300000 10 20 217.7
chr_24 2300001 2400000 10 20 152.5
chr_24 2400001 2500000 10 20 200.9
chr_24 2500001 2600000 10 20 185
chr_24 2600001 2700000 10 20 72.7
chr_24 2900001 3000000 10 20 35.5
chr_24 3000001 3100000 10 20 25.1
chr_24 3100001 3200000 10 20 49.2
chr_24 3400001 3500000 10 20 106.2
chr_24 3500001 3600000 10 20 295.6
chr_24 3600001 3700000 10 20 70.9
chr_24 3700001 3800000 10 20 38.2
chr_24 3800001 3900000 10 20 98.5
chr_24 3900001 4000000 10 20 46.5
chr_24 4200001 4300000 10 20 13.7
chr_24 4400001 4500000 10 20 70.2
chr_24 4500001 4600000 10 20 10.2
chr_24 4600001 4700000 10 20 18.1
chr_24 4700001 4800000 10 20 142.5
chr_24 4800001 4900000 10 20 80.4
chr_24 4900001 5000000 10 20 68.7
chr_24 5000001 5100000 10 20 175.6
chr_24 5100001 5200000 10 20 44.5
chr_24 5200001 5300000 10 20 207.1
chr_24 5300001 5400000 10 20 797.2
chr_24 5400001 5500000 10 20 309.4
chr_24 5500001 5600000 10 20 188
chr_24 5600001 5700000 10 20 54.5
chr_24 5700001 5800000 10 20 259.7
chr_24 5800001 5900000 10 20 56.3
chr_24 5900001 6000000 10 20 206.1
chr_24 6000001 6100000 10 20 43.3
chr_24 6100001 6200000 10 20 117.6
chr_24 6200001 6300000 10 20 117.2
chr_24 6300001 6400000 10 20 38.9
chr_24 6500001 6600000 10 20 33.5
chr_24 6800001 6900000 10 20 243.4
chr_24 1 100000 20 30 617.5
chr_24 300001 400000 20 30 20.2
chr_24 400001 500000 20 30 109.2
chr_24 500001 600000 20 30 24.9
chr_24 600001 700000 20 30 134.5
chr_24 700001 800000 20 30 41.5
chr_24 800001 900000 20 30 112.3
chr_24 900001 1000000 20 30 117.4
chr_24 1000001 1100000 20 30 91.7
chr_24 1100001 1200000 20 30 38.1
chr_24 1300001 1400000 20 30 41.7
chr_24 1400001 1500000 20 30 60.5
chr_24 1600001 1700000 20 30 28.7
chr_24 1800001 1900000 20 30 32.7
chr_24 1900001 2000000 20 30 187.5
chr_24 2000001 2100000 20 30 159.1
chr_24 2100001 2200000 20 30 115.2
chr_24 2200001 2300000 20 30 326
chr_24 2300001 2400000 20 30 133.9
chr_24 2400001 2500000 20 30 57
chr_24 2500001 2600000 20 30 11.4
chr_24 2600001 2700000 20 30 59
chr_24 3200001 3300000 20 30 42.9
chr_24 3400001 3500000 20 30 98.2
chr_24 3500001 3600000 20 30 142.9
chr_24 3600001 3700000 20 30 25.3
chr_24 3700001 3800000 20 30 77.9
chr_24 3800001 3900000 20 30 75.7
chr_24 3900001 4000000 20 30 12.6
chr_24 4000001 4100000 20 30 12.9
chr_24 4100001 4200000 20 30 23.1
chr_24 4400001 4500000 20 30 18.3
chr_24 4800001 4900000 20 30 29.4
chr_24 4900001 5000000 20 30 27.9
chr_24 5000001 5100000 20 30 21.7
chr_24 5100001 5200000 20 30 52.1
chr_24 5200001 5300000 20 30 10.4
chr_24 5300001 5400000 20 30 167.2
chr_24 5400001 5500000 20 30 51.7
chr_24 5500001 5600000 20 30 120.1
chr_24 5600001 5700000 20 30 31.8
chr_24 5700001 5800000 20 30 47.5
chr_24 5800001 5900000 20 30 132.2
chr_24 5900001 6000000 20 30 91.3
chr_24 6000001 6100000 20 30 39.7
chr_24 6100001 6200000 20 30 29.4
chr_24 6200001 6300000 20 30 70.2
chr_24 6800001 6900000 20 30 81.3
chr_24 300001 400000 30 40 25.1
chr_24 500001 600000 30 40 14.7
chr_24 700001 800000 30 40 12.6
chr_24 800001 900000 30 40 22.8
chr_24 900001 1000000 30 40 42.6
chr_24 1000001 1100000 30 40 48.1
chr_24 1100001 1200000 30 40 35.4
chr_24 1300001 1400000 30 40 32.6
chr_24 1400001 1500000 30 40 24.6
chr_24 1600001 1700000 30 40 15.8
chr_24 1800001 1900000 30 40 25
chr_24 1900001 2000000 30 40 80
chr_24 2000001 2100000 30 40 65.1
chr_24 2100001 2200000 30 40 17.9
chr_24 2200001 2300000 30 40 64.2
chr_24 2300001 2400000 30 40 65.1
chr_24 2400001 2500000 30 40 38.6
chr_24 2500001 2600000 30 40 14.6
chr_24 2900001 3000000 30 40 11.6
chr_24 3300001 3400000 30 40 19.5
chr_24 3400001 3500000 30 40 27.7
chr_24 3500001 3600000 30 40 13.8
chr_24 3800001 3900000 30 40 27.1
chr_24 4000001 4100000 30 40 24.2
chr_24 4100001 4200000 30 40 12.8
chr_24 4300001 4400000 30 40 13.6
chr_24 4400001 4500000 30 40 10.2
chr_24 4900001 5000000 30 40 77.7
chr_24 5100001 5200000 30 40 16.4
chr_24 5400001 5500000 30 40 22.7
chr_24 5500001 5600000 30 40 64.7
chr_24 5700001 5800000 30 40 49.3
chr_24 6000001 6100000 30 40 13.6
chr_24 6800001 6900000 30 40 81.1
chr_24 600001 700000 40 50 20.2
chr_24 900001 1000000 40 50 41.5
chr_24 1000001 1100000 40 50 10.6
chr_24 1400001 1500000 40 50 29.8
chr_24 1900001 2000000 40 50 38.4
chr_24 2000001 2100000 40 50 10.9
chr_24 2100001 2200000 40 50 20.5
chr_24 2200001 2300000 40 50 85.6
chr_24 2300001 2400000 40 50 36.2
chr_24 2400001 2500000 40 50 23
chr_24 3400001 3500000 40 50 14.6
chr_24 4400001 4500000 40 50 22.4
chr_24 5300001 5400000 40 50 30.4
chr_24 5400001 5500000 40 50 23.3
chr_24 5600001 5700000 40 50 13.9
chr_24 6000001 6100000 40 50 13.9
chr_24 6300001 6400000 40 50 11.8
chr_24 1 100000 50 60 302.7
chr_24 300001 400000 50 60 12.4
chr_24 800001 900000 50 60 24.8
chr_24 1000001 1100000 50 60 15.3
chr_24 1800001 1900000 50 60 12.4
chr_24 1900001 2000000 50 60 15.6
chr_24 2200001 2300000 50 60 11.8
chr_24 2600001 2700000 50 60 12.3
chr_24 3500001 3600000 50 60 35.6
chr_24 3700001 3800000 50 60 15.8
chr_24 5200001 5300000 50 60 13.4
chr_24 5600001 5700000 50 60 12.1
chr_24 6800001 6900000 50 60 40.7
chr_24 1100001 1200000 60 70 11.9
chr_24 1300001 1400000 60 70 10.7
chr_24 1400001 1500000 60 70 52.9
chr_24 1900001 2000000 60 70 10.2
chr_24 2400001 2500000 60 70 11.1
chr_24 4400001 4500000 60 70 16.8
chr_24 5500001 5600000 60 70 10.8
chr_24 4400001 4500000 70 80 13.4
chr_24 5200001 5300000 70 80 10.2
chr_24 3700001 3800000 80 90 10.2
chr_24 6800001 6900000 80 90 17.8
chr_24 2100001 2200000 90 100 10.2
chr_24 2200001 2300000 180 190 11
