chr pos1 pos2 lunitmin lunitmax nrep
chr_17 300001 400000 10 20 28.3
chr_17 500001 600000 10 20 19.3
chr_17 600001 700000 10 20 73.3
chr_17 700001 800000 10 20 177.3
chr_17 800001 900000 10 20 51.4
chr_17 900001 1000000 10 20 96.1
chr_17 1500001 1600000 10 20 44.9
chr_17 1600001 1700000 10 20 21.3
chr_17 1700001 1800000 10 20 95.1
chr_17 1800001 1900000 10 20 166.6
chr_17 1900001 2000000 10 20 430.3
chr_17 2000001 2100000 10 20 17.8
chr_17 2200001 2300000 10 20 35.6
chr_17 2600001 2700000 10 20 26.2
chr_17 3100001 3200000 10 20 41.6
chr_17 3200001 3300000 10 20 20.4
chr_17 4200001 4300000 10 20 162
chr_17 4300001 4400000 10 20 38.2
chr_17 4400001 4500000 10 20 33.8
chr_17 4500001 4600000 10 20 51.5
chr_17 4600001 4700000 10 20 48.2
chr_17 5100001 5200000 10 20 135.8
chr_17 5400001 5500000 10 20 14.6
chr_17 5600001 5700000 10 20 62.3
chr_17 5900001 6000000 10 20 60.9
chr_17 6000001 6100000 10 20 42.3
chr_17 6400001 6500000 10 20 82.8
chr_17 6500001 6600000 10 20 13.5
chr_17 7800001 7900000 10 20 11.5
chr_17 7900001 8000000 10 20 14.7
chr_17 8100001 8200000 10 20 10.7
chr_17 8600001 8700000 10 20 88.2
chr_17 8900001 9000000 10 20 14.2
chr_17 9000001 9100000 10 20 59.4
chr_17 9100001 9200000 10 20 43.4
chr_17 9300001 9400000 10 20 22.5
chr_17 9500001 9600000 10 20 21.8
chr_17 9800001 9900000 10 20 71.9
chr_17 9900001 10000000 10 20 10.9
chr_17 10000001 10100000 10 20 16.9
chr_17 10200001 10300000 10 20 40.7
chr_17 10400001 10500000 10 20 21.5
chr_17 10600001 10700000 10 20 32.1
chr_17 10900001 11000000 10 20 15
chr_17 11100001 11200000 10 20 34.6
chr_17 11200001 11300000 10 20 66.4
chr_17 11400001 11500000 10 20 40.5
chr_17 11500001 11600000 10 20 11.1
chr_17 11800001 11900000 10 20 56.8
chr_17 11900001 12000000 10 20 18.1
chr_17 12300001 12400000 10 20 39.1
chr_17 12400001 12500000 10 20 69
chr_17 12500001 12600000 10 20 166.1
chr_17 12600001 12700000 10 20 48.3
chr_17 12700001 12800000 10 20 22.9
chr_17 12800001 12900000 10 20 186.5
chr_17 12900001 13000000 10 20 58.5
chr_17 13000001 13100000 10 20 34.1
chr_17 13100001 13200000 10 20 29.7
chr_17 13200001 13300000 10 20 56.6
chr_17 13300001 13400000 10 20 63.1
chr_17 13400001 13500000 10 20 230.9
chr_17 13500001 13600000 10 20 220.6
chr_17 13600001 13700000 10 20 160.2
chr_17 13700001 13800000 10 20 237.2
chr_17 13800001 13900000 10 20 215.9
chr_17 400001 500000 20 30 24.8
chr_17 600001 700000 20 30 42.5
chr_17 700001 800000 20 30 109.9
chr_17 800001 900000 20 30 15
chr_17 900001 1000000 20 30 66.8
chr_17 1000001 1100000 20 30 13.1
chr_17 1100001 1200000 20 30 54
chr_17 1500001 1600000 20 30 10.6
chr_17 1600001 1700000 20 30 21.9
chr_17 1700001 1800000 20 30 34.2
chr_17 1800001 1900000 20 30 68
chr_17 1900001 2000000 20 30 93.3
chr_17 2100001 2200000 20 30 10.4
chr_17 2500001 2600000 20 30 22.5
chr_17 2900001 3000000 20 30 27.5
chr_17 3000001 3100000 20 30 72.4
chr_17 4200001 4300000 20 30 35.8
chr_17 4300001 4400000 20 30 10.7
chr_17 4700001 4800000 20 30 20.1
chr_17 5500001 5600000 20 30 10.1
chr_17 5900001 6000000 20 30 47.6
chr_17 6300001 6400000 20 30 19.2
chr_17 6500001 6600000 20 30 11.2
chr_17 7300001 7400000 20 30 47.4
chr_17 8900001 9000000 20 30 21.9
chr_17 9100001 9200000 20 30 27.8
chr_17 9200001 9300000 20 30 12.2
chr_17 10100001 10200000 20 30 64.2
chr_17 10300001 10400000 20 30 61.1
chr_17 10900001 11000000 20 30 29
chr_17 11200001 11300000 20 30 20.4
chr_17 11300001 11400000 20 30 26.7
chr_17 11500001 11600000 20 30 12.6
chr_17 11800001 11900000 20 30 17.8
chr_17 11900001 12000000 20 30 10.7
