chr	pos1	pos2	mappos1	mappos2	cMpMb
chr_21	10000	20000	0.00530754518111968	0.0205704480798887	1.52629028987691
chr_21	20000	30000	0.0205704480798887	0.020853466587544	0.028301850765524
chr_21	30000	40000	0.020853466587544	0.0211364850951992	0.0283018507655244
chr_21	40000	50000	0.0211364850951992	0.0214195036028545	0.0283018507655233
chr_21	50000	60000	0.0214195036028545	0.0217232622301674	0.0303758627312935
chr_21	60000	70000	0.0217232622301674	0.0220799942084489	0.0356731978281476
chr_21	70000	80000	0.0220799942084489	0.0224367261867304	0.0356731978281479
chr_21	80000	90000	0.0224367261867304	0.0227934581650118	0.0356731978281472
chr_21	90000	100000	0.0227934581650118	0.0231501901432933	0.0356731978281476
chr_21	100000	110000	0.0231501901432933	0.0235069221215748	0.0356731978281486
chr_21	110000	120000	0.0235069221215748	0.0238237044842911	0.0316782362716296
chr_21	120000	130000	0.0238237044842911	0.0241391235198992	0.0315419035608076
chr_21	130000	140000	0.0241391235198992	0.0245306243770915	0.0391500857192299
chr_21	140000	150000	0.0245306243770915	0.0260679413591755	0.153731698208407
chr_21	150000	160000	0.0260679413591755	0.0291208500061051	0.305290864692953
chr_21	160000	170000	0.0291208500061051	0.0322602567237142	0.313940671760912
chr_21	170000	180000	0.0322602567237142	0.0386831566116978	0.642289988798357
chr_21	180000	190000	0.0386831566116978	0.0442865817120702	0.560342510037241
chr_21	190000	200000	0.0442865817120702	0.046819474448933	0.253289273686284
chr_21	200000	210000	0.046819474448933	0.0527724889237474	0.595301447481443
chr_21	210000	220000	0.0527724889237474	0.0625181946218729	0.974570569812547
chr_21	220000	230000	0.0625181946218729	0.0769126740312124	1.43944794093395
chr_21	230000	240000	0.0769126740312124	0.0976503003821879	2.07376263509755
chr_21	240000	250000	0.0976503003821879	0.124021841234492	2.63715408523038
chr_21	250000	260000	0.124021841234492	0.146188432645895	2.21665914114029
chr_21	260000	270000	0.146188432645895	0.184448083304413	3.82596506585186
chr_21	270000	280000	0.184448083304413	0.213350153012119	2.89020697077055
chr_21	280000	290000	0.213350153012119	0.28101733477001	6.76671817578912
chr_21	290000	300000	0.28101733477001	0.351086905138714	7.0069570368704
chr_21	300000	310000	0.351086905138714	0.413876910496183	6.27900053574686
chr_21	310000	320000	0.413876910496183	0.473492927167106	5.96160166709234
chr_21	320000	330000	0.473492927167106	0.527241760007653	5.37488328405471
chr_21	330000	340000	0.527241760007653	0.597978790829197	7.07370308215444
chr_21	340000	350000	0.597978790829197	0.727138736799766	12.9159945970568
chr_21	350000	360000	0.727138736799766	0.799222317006871	7.20835802071051
chr_21	360000	370000	0.799222317006871	0.888560462302984	8.93381452961127
chr_21	370000	380000	0.888560462302984	0.937496502031185	4.89360397282018
chr_21	380000	390000	0.937496502031185	0.988867274707488	5.13707726763022
chr_21	390000	400000	0.988867274707488	1.06164914796252	7.27818732550318
chr_21	400000	410000	1.06164914796252	1.12291492763311	6.1265779670588
chr_21	410000	420000	1.12291492763311	1.20427648173364	8.1361554100535
chr_21	420000	430000	1.20427648173364	1.2525185565311	4.82420747974623
chr_21	430000	440000	1.2525185565311	1.32719443265374	7.46758761226347
chr_21	440000	450000	1.32719443265374	1.38864829554737	6.14538628936256
chr_21	450000	460000	1.38864829554737	1.44247591344434	5.38276178969754
chr_21	460000	470000	1.44247591344434	1.49984448511131	5.7368571666969
chr_21	470000	480000	1.49984448511131	1.54861225614786	4.87677710365466
chr_21	480000	490000	1.54861225614786	1.59596380124697	4.73515450991171
chr_21	490000	500000	1.59596380124697	1.67064663407998	7.46828328330071
chr_21	500000	510000	1.67064663407998	1.73519358878478	6.45469547047954
chr_21	510000	520000	1.73519358878478	1.87899162980678	14.3798041022001
chr_21	520000	530000	1.87899162980678	1.97567557577242	9.66839459656403
chr_21	530000	540000	1.97567557577242	2.06963090255845	9.39553267860296
chr_21	540000	550000	2.06963090255845	2.19398230558645	12.4351403027998
chr_21	550000	560000	2.19398230558645	2.37264751984042	17.8665214253978
chr_21	560000	570000	2.37264751984042	2.64972358974013	27.7076069899702
chr_21	570000	580000	2.64972358974013	2.9334805236764	28.375693393628
chr_21	580000	590000	2.9334805236764	3.18545849780688	25.1977974130474
chr_21	590000	600000	3.18545849780688	3.37532851790583	18.9870020098954
chr_21	600000	610000	3.37532851790583	3.59631193181801	22.0983413912172
chr_21	610000	620000	3.59631193181801	3.8244010456659	22.808911384789
chr_21	620000	630000	3.8244010456659	4.09235252107545	26.7951475409556
chr_21	630000	640000	4.09235252107545	4.33411499591881	24.1762474843354
chr_21	640000	650000	4.33411499591881	4.55949251001415	22.537751409534
chr_21	650000	660000	4.55949251001415	4.82029913298548	26.0806622971334
chr_21	660000	670000	4.82029913298548	5.06049673793931	24.0197604953827
chr_21	670000	680000	5.06049673793931	5.2892032658536	22.870652791429
chr_21	680000	690000	5.2892032658536	5.52190609512573	23.2702829272135
chr_21	690000	700000	5.52190609512573	5.7875900057724	26.5683910646663
chr_21	700000	710000	5.7875900057724	6.04744277370293	25.9852767930534
chr_21	710000	720000	6.04744277370293	6.33804334105628	29.0600567353349
chr_21	720000	730000	6.33804334105628	6.6218655797861	28.3822238729822
chr_21	730000	740000	6.6218655797861	6.96281790690893	34.0952327122831
chr_21	740000	750000	6.96281790690893	7.28479915219318	32.198124528425
chr_21	750000	760000	7.28479915219318	7.60727948846813	32.2480336274949
chr_21	760000	770000	7.60727948846813	7.90534335181083	29.8063863342705
chr_21	770000	780000	7.90534335181083	8.23330662325578	32.7963271444949
chr_21	780000	790000	8.23330662325578	8.5855053198422	35.2198696586413
chr_21	790000	800000	8.5855053198422	8.8841533055192	29.8647985677004
chr_21	800000	810000	8.8841533055192	9.18403290400981	29.9879598490605
chr_21	810000	820000	9.18403290400981	9.42494250383883	24.0909599829028
chr_21	820000	830000	9.42494250383883	9.70581590618638	28.0873402347547
chr_21	830000	840000	9.70581590618638	9.94971548514948	24.3899578963099
chr_21	840000	850000	9.94971548514948	10.2040106062794	25.4295121129905
chr_21	850000	860000	10.2040106062794	10.4756725482414	27.1661941962011
chr_21	860000	870000	10.4756725482414	10.7685558203657	29.2883272124321
chr_21	870000	880000	10.7685558203657	11.0585389696936	28.998314932787
chr_21	880000	890000	11.0585389696936	11.3382852081311	27.9746238437559
chr_21	890000	900000	11.3382852081311	11.6357196937959	29.7434485664747
chr_21	900000	910000	11.6357196937959	11.8984430410863	26.272334729039
chr_21	910000	920000	11.8984430410863	12.1410569599412	24.2613918854941
chr_21	920000	930000	12.1410569599412	12.3788161102499	23.7759150308685
chr_21	930000	940000	12.3788161102499	12.6199778890911	24.1161778841199
chr_21	940000	950000	12.6199778890911	12.8861462743963	26.6168385305237
chr_21	950000	960000	12.8861462743963	13.1211714735112	23.5025199114814
chr_21	960000	970000	13.1211714735112	13.3071459305432	18.597445703209
chr_21	970000	980000	13.3071459305432	13.5497273551404	24.2581424597153
chr_21	980000	990000	13.5497273551404	13.769361214104	21.963385896362
chr_21	990000	1000000	13.769361214104	13.9530082329836	18.3647018879583
chr_21	1000000	1010000	13.9530082329836	14.2015148749893	24.8506642005673
chr_21	1010000	1020000	14.2015148749893	14.5072046046381	30.5689729648785
chr_21	1020000	1030000	14.5072046046381	14.8284753079913	32.1270703353267
chr_21	1030000	1040000	14.8284753079913	15.1415895252426	31.3114217251222
chr_21	1040000	1050000	15.1415895252426	15.3685548260874	22.6965300844858
chr_21	1050000	1060000	15.3685548260874	15.7391057602351	37.0550934147738
chr_21	1060000	1070000	15.7391057602351	16.1354990577823	39.6393297547178
chr_21	1070000	1080000	16.1354990577823	16.3923855285565	25.6886470774219
chr_21	1080000	1090000	16.3923855285565	16.6574464881598	26.5060959603233
chr_21	1090000	1100000	16.6574464881598	17.0063973939612	34.8950905801463
chr_21	1100000	1110000	17.0063973939612	17.5629930220762	55.6595628114984
chr_21	1110000	1120000	17.5629930220762	18.1583598542684	59.5366832192134
chr_21	1120000	1130000	18.1583598542684	18.4710036346148	31.2643780346399
