chr start stop Azores/Belgium Azores/Canary Azores/CapeVerde Azores/Spain_Caz Belgium/Canary Belgium/CapeVerde Belgium/Spain_Caz Canary/CapeVerde Canary/Spain_Caz CapeVerde/Spain_Caz
chr_21 1 10000 0 0 0.121333333333333 -0.0142450142450141 -0.0416666666666667 0.0476190476190478 -0.0233918128654971 0.0645161290322581 0.00462962962962965 0.0670194003527337
chr_21 10001 20000 0.0398763756972712 0.0923926085913125 0.0194428544170959 0.0960558300007841 -0.00892343120322403 0.0316627816627818 0.0311653116531166 0.0614793467819404 0.00653594771241817 0.0577145866245393
chr_21 20001 30000 0.0299962504686916 0.0527268612808328 0.0331700946784199 0.040983606557377 0.000687994496043953 0.0588505747126437 0 -0.0189776553412917 0.0109546165884195 0.0896495517522413
chr_21 30001 40000 0.0721059223474682 0.0284664830119377 -0.0089716058219993 0.156941313966107 -0.00567721005677191 0.0413734271699724 0.0277777777777777 -0.0266577060931901 0.0615264797507789 0.0946770025839795
chr_21 40001 50000 0.00724637681159412 0.0194444444444445 0.0880583409298086 0.113992233496179 -0.0173611111111109 0.0764044943820226 0.0294312169312171 0.0292110292110294 0.0439672801635992 0.0996081405637721
chr_21 50001 60000 0.0153810835629017 0.087448559670782 0.098299939283546 0.144249512670565 -0.00978336827393433 0.0488255476378991 0.0442054958183992 0.0184635674249918 0.130291005291005 0.132549019607843
chr_21 60001 70000 0.0386473429951693 0.028586839266451 0.0173140954495006 0.0921477735637029 -0.0163507989594944 0.0852607709750568 0.041471048513302 0.0105105105105106 0.0309241280115068 0.08864435274339
chr_21 70001 80000 0.0318671998061311 0.0038924274593064 0.075314465408805 0.0808479532163743 -0.0175282234105762 0.111234980800198 0.0638528138528139 0.00943396226415094 0.010360843158271 0.0739664082687339
chr_21 80001 90000 0.0510204081632653 0.0117845117845119 0.0699421965317921 0.0887932408735852 -0.0231481481481484 0.106796116504854 0.00977366255144019 0.0126262626262627 0.0105601469237832 0.0887384846775711
chr_21 90001 1e+05 0.0270821739936933 0.0592420126762385 0.0772711921648092 0.165795889933821 -0.00461483848065325 0.0713557594291541 0.0443425076452602 -0.000247188233839735 0.0544871794871795 0.139821992535171
chr_21 100001 110000 0.0927665920954511 0.0297067901234567 0.0644194756554307 0.103937007874016 0.0211640211640211 0.0592592592592592 -0.0427350427350428 0.0319535221496007 0.0378250591016549 0.0594679186228484
chr_21 110001 120000 0.0281946339245112 0.063625077591558 0.0219974715549938 0.143305266633647 -0.00496838301716362 0.0126655152561888 0.0180878552971575 0.00330441966129702 0.0930232558139533 0.126619927767155
chr_21 120001 130000 0.0436817472698908 0.0506008855154965 0.017769130998703 0.116541353383459 0.0154711673699015 0.0711974110032362 0.0148148148148147 0.0496277915632753 0.0463458110516934 0.115511551155116
chr_21 130001 140000 0.0967741935483871 0.1834179357022 0.0270523415977963 0.164290198188503 0.00759734093067432 0.0558730158730159 -0.019166019166019 0.0487804878048781 0.102777777777778 0.118544261029057
chr_21 140001 150000 0.138626999092115 0.249019216703238 0.0163198458574182 0.169428007889546 -0.0188933873144399 0.0599892050273729 -0.0556601799539655 0.0977905400015954 0.0169312169312169 0.0831122900088417
chr_21 150001 160000 0.0310842564619002 0.127428571428572 0.0438767234387673 0.0889933820968304 0.0134569921803965 0.016267062734281 -0.0194815915469704 0.0297072957623417 0.0777153558052435 0.0280373831775702
chr_21 160001 170000 0.0583413693346191 0.0636223950830693 0.0315177638453501 0.122522294070411 0.0254350736278448 0.0256680731364275 0.0455998033431663 -0.0401139601139602 0.1 0.0938042305707986
chr_21 170001 180000 0.0964120811623673 0.099328427232879 0.0765361121092345 0.117156556180947 0.0301797219396406 0.0476267268720099 0.0423898925492975 -0.00572570626046565 0.107759974866478 0.0975109058249937
