chr	pos1	pos2	mappos1	mappos2	cMpMb
chr_21	10000	20000	0.00311662373441913	0.00953268745665011	0.641606372223099
chr_21	20000	30000	0.00953268745665011	0.0114907169387244	0.195802948207428
chr_21	30000	40000	0.0114907169387244	0.0117712170434668	0.0280500104742447
chr_21	40000	50000	0.0117712170434668	0.012051700730336	0.028048368686912
chr_21	50000	60000	0.012051700730336	0.0123321844172051	0.0280483686869119
chr_21	60000	70000	0.0123321844172051	0.01260831725994	0.0276132842734872
chr_21	70000	80000	0.01260831725994	0.0128691879022465	0.026087064230651
chr_21	80000	90000	0.0128691879022465	0.013073951466182	0.0204763563935553
chr_21	90000	100000	0.013073951466182	0.0132681311797224	0.0194179713540368
chr_21	100000	110000	0.0132681311797224	0.0134623108932628	0.019417971354037
chr_21	110000	120000	0.0134623108932628	0.0136564906068031	0.019417971354037
chr_21	120000	130000	0.0136564906068031	0.0138506703203435	0.0194179713540368
chr_21	130000	140000	0.0138506703203435	0.0141269123582663	0.0276242037922854
chr_21	140000	150000	0.0141269123582663	0.0146110218596613	0.0484109501394932
chr_21	150000	160000	0.0146110218596613	0.0154129163524429	0.0801894492781582
chr_21	160000	170000	0.0154129163524429	0.0181681219015765	0.275520554913367
chr_21	170000	180000	0.0181681219015765	0.0226244592268682	0.445633732529165
chr_21	180000	190000	0.0226244592268682	0.0258186276027673	0.319416837589907
chr_21	190000	200000	0.0258186276027673	0.0279557445830078	0.213711698024057
chr_21	200000	210000	0.0279557445830078	0.030697945289392	0.274220070638418
chr_21	210000	220000	0.030697945289392	0.0364096133214917	0.571166803209966
chr_21	220000	230000	0.0364096133214917	0.0561984804853785	1.97888671638869
chr_21	230000	240000	0.0561984804853785	0.0754525394312693	1.92540589458908
chr_21	240000	250000	0.0754525394312693	0.10863737467598	3.31848352447109
chr_21	250000	260000	0.10863737467598	0.128386372961613	1.97489982856333
chr_21	260000	270000	0.128386372961613	0.164741713367784	3.63553404061707
chr_21	270000	280000	0.164741713367784	0.208990243139948	4.4248529772164
chr_21	280000	290000	0.208990243139948	0.255460962621863	4.64707194819153
chr_21	290000	300000	0.255460962621863	0.288013682915389	3.25527202935257
chr_21	300000	310000	0.288013682915389	0.313289286360349	2.52756034449594
chr_21	310000	320000	0.313289286360349	0.381809803407881	6.85205170475322
chr_21	320000	330000	0.381809803407881	0.426370456063289	4.4560652655408
chr_21	330000	340000	0.426370456063289	0.478196513658261	5.18260575949718
chr_21	340000	350000	0.478196513658261	0.515210250484926	3.7013736826665
chr_21	350000	360000	0.515210250484926	0.582494097355111	6.72838468701856
chr_21	360000	370000	0.582494097355111	0.66646703740635	8.39729400512392
chr_21	370000	380000	0.66646703740635	0.706185401396794	3.97183639904436
chr_21	380000	390000	0.706185401396794	0.754984750925943	4.87993495291491
chr_21	390000	400000	0.754984750925943	0.78540929805475	3.04245471288067
chr_21	400000	410000	0.78540929805475	0.823917154581016	3.85078565262664
chr_21	410000	420000	0.823917154581016	0.874361996974867	5.04448423938507
chr_21	420000	430000	0.874361996974867	0.912522069829244	3.81600728543773
chr_21	430000	440000	0.912522069829244	0.96063700152371	4.81149316944656
chr_21	440000	450000	0.96063700152371	0.991355302961692	3.0718301437982
chr_21	450000	460000	0.991355302961692	1.01920344230787	2.78481393461749
chr_21	460000	470000	1.01920344230787	1.05052342600641	3.13199836985449
chr_21	470000	480000	1.05052342600641	1.07629295184261	2.57695258361972
chr_21	480000	490000	1.07629295184261	1.09772962395098	2.14366721083687
chr_21	490000	500000	1.09772962395098	1.12131709914914	2.35874751981575
chr_21	500000	510000	1.12131709914914	1.13088205235688	0.956495320774198
chr_21	510000	520000	1.13088205235688	1.14215352705782	1.12714747009388
chr_21	520000	530000	1.14215352705782	1.16288828251862	2.07347554608077
chr_21	530000	540000	1.16288828251862	1.19316523807078	3.0276955552156
chr_21	540000	550000	1.19316523807078	1.21622457718687	2.30593391160863
chr_21	550000	560000	1.21622457718687	1.2548987307415	3.86741535546342
chr_21	560000	570000	1.2548987307415	1.29741987583737	4.25211450958722
chr_21	570000	580000	1.29741987583737	1.33994102093324	4.25211450958711
chr_21	580000	590000	1.33994102093324	1.38246216602911	4.25211450958713
chr_21	590000	600000	1.38246216602911	1.42498331112498	4.25211450958698
chr_21	600000	610000	1.42498331112498	1.46750445622085	4.25211450958685
chr_21	610000	620000	1.46750445622085	1.51002560131672	4.25211450958698
chr_21	620000	630000	1.51002560131672	1.55254674641259	4.25211450958678
chr_21	630000	640000	1.55254674641259	1.59506789150846	4.25211450958685
chr_21	640000	650000	1.59506789150846	1.63758903660433	4.25211450958698
chr_21	650000	660000	1.63758903660433	1.6801101817002	4.25211450958682
chr_21	660000	670000	1.6801101817002	1.72263132679607	4.25211450958709
chr_21	670000	680000	1.72263132679607	1.76515247189194	4.25211450958698
chr_21	680000	690000	1.76515247189194	1.80767361698781	4.25211450958687
chr_21	690000	700000	1.80767361698781	1.88323633220403	7.55627152162248
chr_21	700000	710000	1.88323633220403	1.965624236615	8.23879044109677
chr_21	710000	720000	1.965624236615	2.04801214102597	8.23879044109694
chr_21	720000	730000	2.04801214102597	2.13040004543694	8.2387904410969
chr_21	730000	740000	2.13040004543694	2.2127879498479	8.23879044109672
chr_21	740000	750000	2.2127879498479	2.29517585425888	8.23879044109734
chr_21	750000	760000	2.29517585425888	2.37756375866984	8.23879044109654
chr_21	760000	770000	2.37756375866984	2.45995166308081	8.2387904410969
chr_21	770000	780000	2.45995166308081	2.54233956749179	8.23879044109765
chr_21	780000	790000	2.54233956749179	2.62472747190275	8.23879044109637
chr_21	790000	800000	2.62472747190275	2.70711537631372	8.23879044109685
chr_21	800000	810000	2.70711537631372	2.78950328072469	8.23879044109668
chr_21	810000	820000	2.78950328072469	2.87189118513565	8.23879044109637
chr_21	820000	830000	2.87189118513565	2.99850501610178	12.6613830966126
chr_21	830000	840000	2.99850501610178	3.10990150510293	11.1396489001153
chr_21	840000	850000	3.10990150510293	3.22778248738774	11.7880982284812
chr_21	850000	860000	3.22778248738774	3.32510770668259	9.73252192948522
chr_21	860000	870000	3.32510770668259	3.42920050431848	10.4092797635881
chr_21	870000	880000	3.42920050431848	3.52204272625252	9.28422219340455
chr_21	880000	890000	3.52204272625252	3.59430198687642	7.22592606238996
chr_21	890000	900000	3.59430198687642	3.68384103112809	8.95390442516693
chr_21	900000	910000	3.68384103112809	3.77403928628629	9.01982551582026
chr_21	910000	920000	3.77403928628629	3.88813119916138	11.4091912875084
chr_21	920000	930000	3.88813119916138	4.01224777303047	12.4116573869096
chr_21	930000	940000	4.01224777303047	4.12611275899362	11.3864985963151
chr_21	940000	950000	4.12611275899362	4.27884795543935	15.2735196445728
chr_21	950000	960000	4.27884795543935	4.58248275619099	30.3634800751641
chr_21	960000	970000	4.58248275619099	4.8730135523561	29.0530796165112
chr_21	970000	980000	4.8730135523561	5.02908352782266	15.606997546656
chr_21	980000	990000	5.02908352782266	5.219602947495	19.0519419672336
chr_21	990000	1000000	5.219602947495	5.40525526341184	18.5652315916839
chr_21	1000000	1010000	5.40525526341184	5.64181359103456	23.6558327622717
chr_21	1010000	1020000	5.64181359103456	6.01602622423284	37.4212633198286
chr_21	1020000	1030000	6.01602622423284	6.41896778153006	40.294155729722
chr_21	1030000	1040000	6.41896778153006	6.73235640003714	31.3388618507078
chr_21	1040000	1050000	6.73235640003714	7.02375179766447	29.1395397627332
chr_21	1050000	1060000	7.02375179766447	7.38879264320701	36.5040845542539
chr_21	1060000	1070000	7.38879264320701	7.7303013076045	34.1508664397491
chr_21	1070000	1080000	7.7303013076045	7.88958886437789	15.9287556773394
chr_21	1080000	1090000	7.88958886437789	8.07657655232919	18.6987687951294
chr_21	1090000	1100000	8.07657655232919	8.25890437831672	18.2327825987528
chr_21	1100000	1110000	8.25890437831672	8.45186125231635	19.2956873999638
chr_21	1110000	1120000	8.45186125231635	8.64642525920617	19.4564006889818
chr_21	1120000	1130000	8.64642525920617	8.82406287269389	17.7637613487722
chr_21	1130000	1140000	8.82406287269389	8.92143613169682	9.73732590029286
chr_21	1140000	1150000	8.92143613169682	9.02759848193864	10.6162350241823
chr_21	1150000	1160000	9.02759848193864	9.27312476318093	24.5526281242283
chr_21	1160000	1170000	9.27312476318093	9.45132233140196	17.8197568221034
chr_21	1170000	1180000	9.45132233140196	9.62768402703948	17.6361695637514
chr_21	1180000	1190000	9.62768402703948	9.76130402715262	13.3620000113149
chr_21	1190000	1200000	9.76130402715262	9.96874641927495	20.7442392122328
chr_21	1200000	1210000	9.96874641927495	10.0624888268413	9.37424075663209
chr_21	1210000	1220000	10.0624888268413	10.1049812038897	4.24923770484504
chr_21	1220000	1230000	10.1049812038897	10.1386031267347	3.3621922844933
chr_21	1230000	1240000	10.1386031267347	10.1788449656142	4.02418388795152
chr_21	1240000	1250000	10.1788449656142	10.2087635566719	2.99185910577631
chr_21	1250000	1260000	10.2087635566719	10.2605810668656	5.181751019364
chr_21	1260000	1270000	10.2605810668656	10.3805474834864	11.9966416620819
chr_21	1270000	1280000	10.3805474834864	10.4870518184155	10.6504334929106
chr_21	1280000	1290000	10.4870518184155	10.7265146168473	23.9462798431781
chr_21	1290000	1300000	10.7265146168473	10.9087107557609	18.2196138913618
chr_21	1300000	1310000	10.9087107557609	11.0100816607499	10.1370904988954
chr_21	1310000	1320000	11.0100816607499	11.1839169621576	17.3835301407745
chr_21	1320000	1330000	11.1839169621576	11.274195889563	9.02789274054392
chr_21	1330000	1340000	11.274195889563	11.4073846951398	13.3188805576747
chr_21	1340000	1350000	11.4073846951398	11.4771276100039	6.97429148641486
chr_21	1350000	1360000	11.4771276100039	11.6041156313474	12.6988021343498
chr_21	1360000	1370000	11.6041156313474	11.7804279114215	17.6312280074105
chr_21	1370000	1380000	11.7804279114215	12.019284540829	23.8856629407435
chr_21	1380000	1390000	12.019284540829	12.2663166400508	24.703209922183
chr_21	1390000	1400000	12.2663166400508	12.5126586481957	24.6342008144859
chr_21	1400000	1410000	12.5126586481957	12.6549853842222	14.2326736026583
chr_21	1410000	1420000	12.6549853842222	12.7333558616212	7.83704773989857
chr_21	1420000	1430000	12.7333558616212	12.9286066715364	19.5250809915217
chr_21	1430000	1440000	12.9286066715364	13.1370772354355	20.847056389905
chr_21	1440000	1450000	13.1370772354355	13.1777070752844	4.06298398489362
chr_21	1450000	1460000	13.1777070752844	13.2478105306645	7.0103455380023
chr_21	1460000	1470000	13.2478105306645	13.3182937869339	7.04832562694353
chr_21	1470000	1480000	13.3182937869339	13.3990684087163	8.07746217823624
chr_21	1480000	1490000	13.3990684087163	13.4698660542705	7.0797645554217
chr_21	1490000	1500000	13.4698660542705	13.5134854167073	4.36193624367878
chr_21	1500000	1510000	13.5134854167073	13.573476882669	5.99914659617706
chr_21	1510000	1520000	13.573476882669	13.6798827232908	10.640584062174
chr_21	1520000	1530000	13.6798827232908	13.7460495013179	6.61667780271031
chr_21	1530000	1540000	13.7460495013179	13.8545687527595	10.851925144164
chr_21	1540000	1550000	13.8545687527595	13.9024864888769	4.79177361173466
chr_21	1550000	1560000	13.9024864888769	13.9283064756751	2.58199867982682
chr_21	1560000	1570000	13.9283064756751	13.9492469793174	2.09405036423203
chr_21	1570000	1580000	13.9492469793174	13.971211282121	2.19643028035161
chr_21	1580000	1590000	13.971211282121	13.9938270948461	2.26158127251015
chr_21	1590000	1600000	13.9938270948461	14.0280935734708	3.42664786247191
chr_21	1600000	1610000	14.0280935734708	14.0854240413461	5.73304678753424
chr_21	1610000	1620000	14.0854240413461	14.1927889632759	10.7364921929758
chr_21	1620000	1630000	14.1927889632759	14.3079567593214	11.5167796045498
chr_21	1630000	1640000	14.3079567593214	14.3726740867906	6.47173274692552
chr_21	1640000	1650000	14.3726740867906	14.4007233978524	2.80493110617606
chr_21	1650000	1660000	14.4007233978524	14.4301174394145	2.93940415620906
