336	46.0537	0.0269875
922	46.0537	0.291106
6657	46.0537	0.379575
8578	46.0537	0.403108
9089	46.0537	0.428944
9650	46.0537	0.434241
9765	46.0537	0.459018
10303	46.0537	0.576178
12847	46.0537	0.630798
14033	46.0537	0.633193
14085	46.0537	0.796131
17623	46.0537	0.892383
19713	46.0537	0.916147
20229	46.0537	0.93595
20659	46.0537	1.16171
25561	46.0537	1.20569
26516	46.0537	1.23479
27148	46.0537	1.27532
28028	46.0537	1.39741
30679	46.0537	1.60654
35220	46.0537	1.64241
35999	46.0537	1.76533
38668	46.0537	1.81581
39764	46.0537	1.83045
40082	46.0537	2.03074
44431	46.0537	2.07288
45346	46.0537	2.11746
46314	46.0537	2.13229
46636	46.0537	2.24669
49120	46.0537	2.24696
49126	46.0537	2.62175
57264	46.0537	2.86316
62506	46.0537	3.0243
66005	46.0537	3.28073
71573	46.0537	3.45081
75266	46.0537	3.48254
75955	46.0537	3.50492
76441	46.0537	3.63981
79370	46.0537	3.87754
84532	46.0537	3.93202
85715	46.0537	4.06516
88606	46.0537	4.26287
92899	46.0537	4.26646
92977	46.0537	4.27402
93141	46.0537	4.53975
98911	46.0537	4.68325
102027	46.0537	5.29788
115373	46.0537	5.35204
116549	46.0537	5.40855
117776	46.0537	5.55325
120918	46.0537	5.57107
121305	46.0537	5.77196
125667	46.0537	5.99518
130514	46.0537	6.19142
134775	46.0537	6.36605
138567	46.0537	6.42988
139953	46.0537	6.5178
141862	46.0537	6.62437
144176	46.0537	6.63515
144410	46.0537	6.68327
145455	46.0537	6.80071
148005	46.0537	6.86785
149463	46.0537	7.20138
156705	46.0537	7.24513
157655	46.0537	7.24651
157685	46.0537	7.27958
158403	46.0537	7.32379
159363	46.0537	7.44993
162102	46.0537	7.49571
163096	46.0537	7.57225
164758	46.0537	7.60379
165443	46.0537	7.67278
166941	46.0537	7.74435
168495	46.0537	8.06599
175479	46.0537	8.24546
179376	46.0537	8.28972
180337	46.0537	8.33236
181263	46.0537	8.48558
184590	46.0537	8.54301
185837	46.0537	8.72548
189799	46.0537	8.73916
190096	46.0537	8.83467
192170	46.0537	8.86369
192800	46.0537	9.02593
196323	46.0537	9.10588
198059	46.0537	9.15028
199023	46.0537	9.29111
202081	46.0537	9.34283
203204	46.0537	9.43074
205113	46.0537	9.55025
207708	46.0537	9.85481
214321	46.0537	9.86176
214472	46.0537	10.0287
218097	46.0537	10.1073
219804	46.0537	10.5903
230291	46.0537	11.0353
239955	46.0537	11.5772
251721	46.0537	11.589
251976	46.0537	12.0653
262320	46.0537	12.2417
266149	46.0537	12.3793
269137	46.0537	12.5883
273675	46.0537	12.608
274104	46.0537	12.7279
276706	46.0537	12.7483
277150	46.0537	12.7564
277325	46.0537	12.7748
277726	46.0537	12.9074
280605	46.0537	12.9944
282494	46.0537	13.0215
283082	46.0537	13.0288
283240	46.0537	13.1043
284879	46.0537	13.1809
286544	46.0537	13.3731
290716	46.0537	13.4022
291349	46.0537	13.4626
292660	46.0537	13.4695
292810	46.0537	13.4707
292835	46.0537	13.5271
294061	46.0537	13.603
295708	46.0537	13.7221
298295	46.0537	13.7676
299282	46.0537	13.9594
303448	46.0537	14.1198
306930	46.0537	14.3467
311856	46.0537	14.3471
311866	46.0537	14.4714
314565	46.0537	14.4733
314605	46.0537	14.8275
322296	46.0537	15.0721
327609	46.0537	15.3563
333779	46.0537	15.3647
333961	46.0537	15.5784
338601	46.0537	15.6916
341059	46.0537	16.0111
347997	46.0537	16.1697
351442	46.0537	16.1889
351858	46.0537	16.2006
352111	46.0537	16.2154
352433	46.0537	16.269
353597	46.0537	16.3411
355163	46.0537	16.3495
355346	46.0537	16.4257
356999	46.0537	16.6183
361181	46.0537	17.0464
370478	46.0537	17.1835
373455	46.0537	17.2252
374360	46.0537	17.3357
376759	46.0537	17.3655
377407	46.0537	17.3707
377519	46.0537	17.4003
378161	46.0537	17.4093
378357	46.0537	17.5507
381427	46.0537	17.718
385060	46.0537	18.2251
396072	46.0537	18.4205
400314	46.0537	18.6042
404303	46.0537	18.6133
404501	46.0537	19.0163
413251	46.0537	19.2128
417518	46.0537	19.2135
417533	46.0537	19.4486
422639	46.0537	19.5582
425019	46.0537	19.5706
425287	46.0537	19.6204
426368	46.0537	19.6234
426433	46.0537	19.8548
431458	46.0537	19.8662
431707	46.0537	19.9616
433777	46.0537	20.241
439844	46.0537	20.4013
443325	46.0537	20.5554
446671	46.0537	20.5696
446980	46.0537	20.6662
449078	46.0537	20.8096
452191	46.0537	21.0537
457492	46.0537	21.1103
458721	46.0537	21.2446
461637	46.0537	21.2701
462191	46.0537	21.4027
465070	46.0537	21.5668
468632	46.0537	21.6946
471408	46.0537	21.7269
472108	46.0537	21.7372
472333	46.0537	21.8157
474037	46.0537	21.9963
477958	46.0537	22.2459
483379	46.0537	22.2587
483657	46.0537	22.4855
488581	46.0537	22.985
499426	46.0537	23.1869
503810	46.0537	23.2407
504979	46.0537	23.2529
505243	46.0537	23.3057
506390	46.0537	23.3194
506689	46.0537	23.3528
507414	46.0537	23.3638
507652	46.0537	23.3881
508179	46.0537	23.7643
516348	46.0537	24.0931
523487	46.0537	24.3839
529802	46.0537	24.4744
531768	46.0537	24.502
532367	46.0537	24.6059
534623	46.0537	24.6327
535204	46.0537	24.7017
536702	46.0537	24.8775
540521	46.0537	24.8846
540675	46.0537	24.9141
541314	46.0537	25.0207
543630	46.0537	25.2625
548881	46.0537	25.359
550976	46.0537	25.4564
553091	46.0537	25.5074
554198	46.0537	25.5693
555542	46.0537	25.6838
558028	46.0537	25.6994
558367	46.0537	25.9043
562817	46.0537	26.065
566305	46.0537	26.0812
566657	46.0537	26.3633
572783	46.0537	26.3894
573349	46.0537	26.4303
574238	46.0537	26.4981
575709	46.0537	26.8012
582292	46.0537	26.9634
585812	46.0537	27.0428
587537	46.0537	27.0519
587735	46.0537	27.0932
588632	46.0537	27.1949
590839	46.0537	27.2448
591924	46.0537	27.2512
592062	46.0537	27.2732
592539	46.0537	27.7378
602628	46.0537	27.9099
606366	46.0537	28.0585
609591	46.0537	28.1859
612359	46.0537	28.6134
621641	46.0537	28.8464
626699	46.0537	28.9427
628790	46.0537	29.3276
637148	46.0537	29.4549
639912	46.0537	29.5119
641151	46.0537	30.1892
655858	46.0537	30.1921
655920	46.0537	30.2188
656499	46.0537	30.2332
656812	46.0537	30.2954
658163	46.0537	30.5235
663116	46.0537	30.5849
664450	46.0537	30.6906
666745	46.0537	30.7263
667520	46.0537	30.7373
667759	46.0537	30.8107
669352	46.0537	31.1268
676217	46.0537	31.2601
679111	46.0537	31.5524
685458	46.0537	31.572
685882	46.0537	31.632
687186	46.0537	31.9086
693192	46.0537	32.3143
702002	46.0537	32.4234
704371	46.0537	32.6214
708669	46.0537	32.7015
710409	46.0537	32.7166
710737	46.0537	32.8521
713678	46.0537	32.8727
714126	46.0537	33.0356
717663	46.0537	33.7317
732778	46.0537	33.8913
736243	46.0537	33.9314
737115	46.0537	34.2622
