336	38.7305	0.022696
922	38.7305	0.0374911
1304	38.7305	0.0896997
2652	38.7305	0.106354
3082	38.7305	0.244815
6657	38.7305	0.319216
8578	38.7305	0.339008
9089	38.7305	0.347722
9314	38.7305	0.360736
9650	38.7305	0.36519
9765	38.7305	0.386026
10303	38.7305	0.484557
12847	38.7305	0.532505
14085	38.7305	0.628866
16573	38.7305	0.668643
17600	38.7305	0.669533
17623	38.7305	0.770465
20229	38.7305	1.01396
26516	38.7305	1.03844
27148	38.7305	1.1948
31185	38.7305	1.35107
35220	38.7305	1.38124
35999	38.7305	1.47776
38491	38.7305	1.48462
38668	38.7305	1.52706
39764	38.7305	1.53601
39995	38.7305	1.53938
40082	38.7305	1.70782
44431	38.7305	1.74326
45346	38.7305	1.78075
46314	38.7305	1.79322
46636	38.7305	1.88943
49120	38.7305	1.88966
49126	38.7305	1.9208
49930	38.7305	1.97196
51251	38.7305	2.20485
57264	38.7305	2.27108
58974	38.7305	2.40787
62506	38.7305	2.45222
63651	38.7305	2.48642
64534	38.7305	2.90207
75266	38.7305	2.94758
76441	38.7305	3.06102
79370	38.7305	3.26095
84532	38.7305	3.30677
85715	38.7305	3.58501
92899	38.7305	3.58803
92977	38.7305	3.59438
93141	38.7305	3.81786
98911	38.7305	3.93854
102027	38.7305	4.15919
107724	38.7305	4.43925
114955	38.7305	4.45544
115373	38.7305	4.50098
116549	38.7305	4.6702
120918	38.7305	4.68519
121305	38.7305	4.85413
125667	38.7305	5.04185
130514	38.7305	5.20688
134775	38.7305	5.35375
138567	38.7305	5.4041
139867	38.7305	5.40743
139953	38.7305	5.48137
141862	38.7305	5.62053
145455	38.7305	5.71929
148005	38.7305	5.77576
149463	38.7305	6.09304
157655	38.7305	6.0942
157685	38.7305	6.12201
158403	38.7305	6.15919
159363	38.7305	6.24068
161467	38.7305	6.2413
161483	38.7305	6.36814
164758	38.7305	6.39467
165443	38.7305	6.45269
166941	38.7305	6.51288
168495	38.7305	6.78337
175479	38.7305	6.9343
179376	38.7305	6.97152
180337	38.7305	6.98376
180653	38.7305	7.00739
181263	38.7305	7.18454
185837	38.7305	7.33799
189799	38.7305	7.34949
190096	38.7305	7.35879
190336	38.7305	7.42982
192170	38.7305	7.4531
192771	38.7305	7.52281
194571	38.7305	7.56658
195701	38.7305	7.59067
196323	38.7305	7.6579
198059	38.7305	7.69524
199023	38.7305	7.81368
202081	38.7305	7.85717
203204	38.7305	7.93111
205113	38.7305	8.11492
209859	38.7305	8.29359
214472	38.7305	8.43398
218097	38.7305	8.5001
219804	38.7305	8.90626
230291	38.7305	9.48401
245208	38.7305	9.73626
251721	38.7305	9.74613
251976	38.7305	9.8906
255706	38.7305	10.1468
262320	38.7305	10.2951
266149	38.7305	10.3123
266595	38.7305	10.4108
269137	38.7305	10.5116
271740	38.7305	10.5865
273675	38.7305	10.6032
274104	38.7305	10.7039
276706	38.7305	10.7211
277150	38.7305	10.7279
277325	38.7305	10.7434
277726	38.7305	10.7531
277975	38.7305	10.8549
280605	38.7305	10.8752
281128	38.7305	10.9281
282494	38.7305	10.9509
283082	38.7305	11.0205
284879	38.7305	11.0398
285379	38.7305	11.085
286544	38.7305	11.2116
289814	38.7305	11.2466
290716	38.7305	11.2711
291349	38.7305	11.3277
292810	38.7305	11.3286
292835	38.7305	11.4399
295708	38.7305	11.5075
297454	38.7305	11.5401
298295	38.7305	11.7397
303448	38.7305	11.8745
306930	38.7305	12.0653
311856	38.7305	12.0657
311866	38.7305	12.1718
314605	38.7305	12.1927
315145	38.7305	12.3294
318674	38.7305	12.4697
322296	38.7305	12.9144
333779	38.7305	12.9168
333842	38.7305	12.9214
333961	38.7305	13.009
336221	38.7305	13.1964
341059	38.7305	13.2534
342531	38.7305	13.5985
351442	38.7305	13.6244
352111	38.7305	13.682
353597	38.7305	13.7426
355163	38.7305	13.8137
