chr pos posright MDS1 MDS2 MDS3
chr_12 61 16169 -0.178834623966425 -0.0388237069124991 0.145258257784251
chr_12 16174 31916 -0.168604813664449 -0.0452937861927656 0.155681577205764
chr_12 32078 49396 -0.162327613254186 -0.0670152501148659 0.103514568923411
chr_12 49400 63977 -0.169762460095237 -0.0390708753644338 0.117311657317258
chr_12 63981 82265 -0.173625090351746 -0.0393304274077677 0.117931034569978
chr_12 82269 101727 -0.188090933755026 -0.0153266219571813 0.136486825575998
chr_12 101735 121806 -0.192770332770643 -0.0116347500615704 0.0505583538456712
chr_12 121864 139310 -0.187249743083018 -0.0125425323780299 0.110755482828862
chr_12 139311 157361 -0.185774549616394 -0.0195076608378268 0.110748249898506
chr_12 157373 172784 -0.189551500871093 -0.0144790155587048 0.114793654204623
chr_12 172789 189966 -0.187817815842432 -0.0123840141729204 0.10961090559674
chr_12 189990 207036 -0.190691021947507 -0.00365120409302604 0.0986981510582182
chr_12 207060 223788 -0.187480736471301 -0.0028768641078389 0.076774556354786
chr_12 223799 241509 -0.191713469189814 -0.00327054710798844 0.0305903951319836
chr_12 241519 257390 -0.189370475255418 -0.000811555595491985 0.0526877600334736
chr_12 257400 274666 -0.189096365919005 0.00486454609821624 -0.00736946189716455
chr_12 274691 290534 -0.182789830840337 -0.00343656266860726 0.0531727967703817
chr_12 290538 305530 -0.187972311173533 0.00142856721894834 0.0427100981739943
chr_12 305533 317827 -0.181509923201962 -0.00308370660599138 0.0149492001418624
chr_12 317857 335711 -0.165741010299309 -0.00519947304857842 -0.0386076853023297
chr_12 335872 349272 -0.184781467473774 -0.000270994930985215 0.00116918747390588
chr_12 349277 361558 -0.189530194391056 0.00129571546864101 0.00203870282665879
chr_12 361559 371837 -0.179000271021833 -0.0014937780205698 0.0338865206038034
chr_12 371851 381696 -0.178822074141441 0.00672960371883095 -0.0553168883185853
chr_12 381705 390684 -0.18927806114452 0.0047288913258857 -0.0999361648415591
chr_12 390687 400543 -0.18366272451111 -0.0015474316306403 -0.0506554399393691
chr_12 400546 411351 -0.188434563039816 0.00959762852900498 -0.0298639825985368
chr_12 411360 421238 -0.193060389821057 0.00809696943640292 -0.044833724935439
chr_12 421250 430952 -0.171275524254048 0.0109625417168009 0.00845292379727568
chr_12 430959 442077 -0.188698971638483 -0.0150047911251361 -0.00271768020004413
chr_12 442080 454958 -0.186399283386484 0.00771249428598231 0.0244747984004531
chr_12 454966 467487 -0.185577790550817 0.0104697232742002 -0.0142846210708398
chr_12 467492 477546 -0.188291828685879 0.00794045947389197 0.00950704201998324
chr_12 477558 488304 -0.18361491481121 0.00945440073407334 -0.00300424889230581
chr_12 488311 497886 -0.181835519613378 0.00777236613214065 0.0181727640578853
chr_12 497888 506884 -0.167816746359403 -0.0124282393327537 0.0301417192387404
chr_12 506885 517178 -0.190697109044738 0.00278789501034539 0.0161035015808171
chr_12 517180 527050 -0.178284749061854 0.00690253961871286 -0.0351141878337115
chr_12 527055 539032 -0.173725300626859 0.0167281032895992 0.00645783366165453
chr_12 539034 549336 -0.189168868855083 0.0136076474790733 -0.058822161776097
chr_12 549434 558503 -0.173735483725445 0.00757631468596464 0.0321917231287068
chr_12 558505 567547 -0.183900984420822 0.000521047333482508 0.0320288513832176
chr_12 567566 578110 -0.186656833866447 -0.00779689146891141 0.0179611652142712
chr_12 578128 589808 -0.193224709725965 0.00853308744490766 -0.0189312821793602
chr_12 589873 603941 -0.188360608247148 0.00633270108545971 0.0366158244176528
chr_12 603965 613133 -0.189995900792502 0.000337178028875087 -0.00231433641403324
chr_12 613136 624345 -0.186711153872496 0.00526934827200842 0.00588173822950224
chr_12 624352 634298 -0.195526770138631 0.0121537323713192 -0.0380270805728189
chr_12 634301 642745 -0.185900468062445 0.00716057391059284 -0.0357240267333607
chr_12 642750 651945 -0.180990445291784 0.00610245119135329 -0.0551739859049762
chr_12 651953 661565 -0.181496833131513 0.00779378922185983 -0.0738139635876952
chr_12 661580 670445 -0.18814436216337 0.00464941473348504 -0.0106764824182814
chr_12 670450 679030 -0.19195979707578 0.00980538651722923 -0.0107557515142471
chr_12 679045 691082 -0.183259712177502 0.00849678341525416 -0.0830384295178539
chr_12 691092 701934 -0.182587918366601 0.0195921202567289 -0.0945369970957293
chr_12 701981 712627 -0.18625751090288 0.00710586149930131 -0.0652563602862047
chr_12 712637 725712 -0.186824933587152 0.00722080463841769 -0.0507978747565214
chr_12 725713 734927 -0.183923036856884 0.0158420144370406 -0.0585131305220357
chr_12 734937 745466 -0.17854867929244 0.00390065984093659 -0.00904071178656165
chr_12 745491 755812 -0.185393512966266 0.00408580900282205 0.0445811427001189
chr_12 755820 766796 -0.182709019356355 -0.00705819121491317 0.0180025778763991
chr_12 766797 780382 -0.18397415438111 0.00440199066508476 0.0461046217041637
chr_12 780394 791080 -0.190901043936815 0.00763703801813221 -0.0269529259643851
chr_12 791092 800923 -0.190855429229381 0.0136537073468527 -0.052752014592085
chr_12 800926 810382 -0.191522807842263 0.0129754032252158 -0.0409809829399507
chr_12 810385 820064 -0.183850939644508 -0.0029249805486984 -0.0232891766101695
chr_12 820065 829698 -0.190982073704085 0.00735861349632837 -0.0588949929692919
chr_12 829708 837849 -0.191339564001688 0.00864006703475188 -0.016688933788238
chr_12 837850 845908 -0.172905347321244 -0.000918166091810976 0.0197127918822373
chr_12 845909 855343 -0.193260256570493 0.0116840788195047 -0.0705169370248212
chr_12 855344 864306 -0.195294626388763 0.011473654435308 -0.0726536056390346
chr_12 864339 877301 -0.195829705247931 0.00816068539165738 -0.0554146108262108
chr_12 877321 905822 -0.164122580125942 0.00458238828137276 -0.029360889533949
chr_12 905825 941069 -0.186027621789393 -0.000598875835125933 -0.0230456522294267
chr_12 941071 951425 -0.178347604703128 0.00554515049610185 -0.0115371385867712
chr_12 951430 961534 -0.177155695079042 -0.0148638231996164 0.0439311403437069
chr_12 961556 970859 -0.181499350379986 0.00780012112054182 0.0327713248910034
chr_12 970875 979921 -0.188000572478433 0.00542226830484789 -0.0647782369154636
chr_12 979940 989231 -0.18264056036343 0.0100143027828818 -0.0450751161871817
chr_12 989235 998056 -0.177450792043002 0.00641896488567363 0.00805225921749033
chr_12 998066 1007814 -0.1908921525139 0.00737232437635166 -0.019793907527827
chr_12 1007818 1017085 -0.187814697466274 0.00351657861736015 -0.0176371607946734
chr_12 1017104 1025914 -0.179563831574034 0.00257233496421516 0.0291063842537219
chr_12 1025930 1034901 -0.186188684673476 0.00466117054684979 -0.0186108465607599
chr_12 1034910 1044189 -0.179380358575037 -0.00338168433714319 0.0185935973018992
chr_12 1044191 1053195 -0.18831701089962 0.00295065586223178 0.000909622648639004
chr_12 1053196 1063677 -0.182133890584809 -0.0015570739090951 0.0208035644623775
chr_12 1063678 1075126 -0.179411519140222 -0.00182743657946913 0.000955994271312764
chr_12 1075128 1084445 -0.192853802418787 0.00637171325129959 -0.0634185612340205
chr_12 1084472 1093682 -0.168974400427083 -0.00619440251788225 0.0338383502173639
chr_12 1093684 1103551 -0.186984180634933 0.00995039041497387 -0.0140617824184553
chr_12 1103556 1112035 -0.165222127217776 0.000349646167629528 -0.0241472367529589
chr_12 1112042 1121728 -0.183776627731074 0.00724484155823582 -0.0794321348139965
chr_12 1121737 1131432 -0.189610831489641 0.0132390342622448 -0.0898660664747543
chr_12 1131434 1141061 -0.183013734327485 0.0111704201607735 -0.0482896447071356
chr_12 1141062 1150325 -0.176034440854549 0.000916015473838056 0.0152773878522138
chr_12 1150326 1158650 -0.172648616806428 -0.00579775378450287 0.00717789507906561
chr_12 1158658 1168756 -0.184653024419559 0.011537042900486 -0.0391861882357211
chr_12 1168769 1178556 -0.187920761658915 0.00973730038899328 -0.0257795953079394
chr_12 1178557 1186966 -0.187191649609936 -0.000783288576775606 -0.0173399316267369
chr_12 1186973 1197050 -0.186899251620394 0.00327715465453351 -0.0657689649877741
chr_12 1197051 1207575 -0.180025002441051 0.00464064400870725 -0.0301417771967052
chr_12 1207576 1215761 -0.191561314100403 0.000536059879971549 -0.0139001612771307
chr_12 1215775 1227512 -0.189146533112062 0.00419521226662143 -0.0310045830150232
chr_12 1227517 1236635 -0.197660430945771 0.00684666979707562 -0.0862972379122835
chr_12 1236639 1245289 -0.193669273043023 0.00677063531777848 -0.0671187927908372
chr_12 1245292 1254046 -0.18102804980495 0.0135632053847269 -0.0388855534158632
chr_12 1254068 1262680 -0.191947378146117 0.00614756280272031 -0.00859262190853634
chr_12 1262682 1270945 -0.186773611004776 0.00417467220617586 0.0339729255218375
chr_12 1270952 1279815 -0.175812247929935 0.00341147616368924 0.028000859608518
chr_12 1279816 1289269 -0.187902657329195 0.00340696913995068 0.0235291782822022
chr_12 1289281 1298303 -0.181613764460055 0.00509779001699288 -0.0057871770405582
chr_12 1298315 1307108 -0.180820852020368 -6.38007712856204e-05 0.0502826885310221
chr_12 1307116 1315610 -0.183564303787173 0.00302242845458213 0.0406109715111233
chr_12 1315616 1324581 -0.19017830988807 0.0143829719890064 -0.0600235643323917
chr_12 1324586 1333637 -0.18637627213631 0.00688839134326953 -0.023440297520917
chr_12 1333658 1345521 -0.18931151339907 0.00666450568856459 -0.00252882844979241
chr_12 1345527 1356495 -0.187502031649514 -0.00325680112509012 -0.0113201557469913
chr_12 1356519 1365516 -0.186306861079363 0.00195673667075985 -0.029573364619474
chr_12 1365522 1373909 -0.178013781672484 0.0024577027133288 -0.0210287424907451
chr_12 1373920 1383173 -0.189672435128445 0.0126380449739431 -0.0343316038970708
chr_12 1383174 1391310 -0.180056484840276 0.0116836784728297 -0.00923159174663074
chr_12 1391312 1400400 -0.171212761035257 0.00240052293161715 0.0113431934705819
chr_12 1400409 1410480 -0.18317219976075 0.0144276487314832 -0.0209171796488655
chr_12 1410493 1423105 -0.185192746098877 0.00691101425600987 0.0111750689923609
chr_12 1423114 1432603 -0.187946312263595 0.00890083959055348 -0.022517091317479
chr_12 1432605 1446704 -0.18468878224408 -0.00172150341231809 0.00275363482415007
chr_12 1446705 1456436 -0.190099828956973 0.00294398111914672 -0.0106139342765586
chr_12 1456444 1465555 -0.181966022566391 0.00665851918136334 0.00562856087757216
chr_12 1465557 1478114 -0.192688517217241 0.00940626228015804 -0.0222557711848311
chr_12 1478118 1488026 -0.185865969748881 0.00826264537637962 0.00467856158137301
chr_12 1488028 1498015 -0.184678402137747 0.0126773617424864 -0.0366411581300772
chr_12 1498042 1509856 -0.196491161811102 0.01780866213914 -0.12428788417922
chr_12 1509879 1519407 -0.187969480228705 0.0150127498134311 -0.0988737970539195
chr_12 1519419 1528646 -0.191650976022538 0.0148951434212429 -0.109129560808264
chr_12 1528647 1538071 -0.177074608824046 -0.00222156277287144 -0.00527247475159055
chr_12 1538082 1547597 -0.193714675953014 0.0188698332917809 -0.110884520430222
chr_12 1547599 1556457 -0.183485031040562 0.00878521183337213 -0.030836266407492
chr_12 1556459 1565782 -0.191140962490828 0.0117475010981905 -0.0695947592057997
chr_12 1565810 1575869 -0.181174997146381 0.0110978624484085 -0.024872099482372
chr_12 1575872 1586483 -0.18180456898299 0.0119492517540284 -0.0869769580297598
chr_12 1586490 1600582 -0.185966993340883 0.0150859231783925 -0.0662336292349614
chr_12 1600641 1609721 -0.183942118924929 0.00425470948708272 -0.0537237849413706
chr_12 1609729 1619370 -0.188367216902803 0.0034010874165171 -0.0833643356727463
chr_12 1619371 1630610 -0.19165652447461 0.0117025445587355 -0.0688770862170105
chr_12 1630620 1640348 -0.188137499349674 0.0147220832043217 -0.114175043018219
chr_12 1640351 1651359 -0.188710726377382 0.0103556713823251 -0.0859073986417187
chr_12 1651464 1664085 -0.177897686499206 0.00840531653653443 -0.0813878937234585
chr_12 1664104 1673584 -0.187860558269708 0.00539835427212411 0.0308211384357071
chr_12 1673594 1685680 -0.183534465110416 0.00528898298498494 0.0258111999187841
chr_12 1685690 1697733 -0.185326842539474 0.0213650607580796 -0.075734667302205
chr_12 1697745 1706616 -0.185024835566165 0.000535910025999852 -0.00447032919206745
chr_12 1706628 1715803 -0.192297042515068 0.00403044862937408 -0.0328963002388207
chr_12 1715805 1726651 -0.187614275527369 0.0123609127313054 -0.114025194494989
chr_12 1726653 1736458 -0.183133104184336 0.010107774942544 -0.0311490521271092
chr_12 1736482 1746138 -0.189718967179587 0.0109620789450873 -0.0613305586816356
chr_12 1746141 1755363 -0.179679403559324 0.000719314950532819 -0.0317834190902545
chr_12 1755366 1764540 -0.183950017353437 0.00516645670064265 -0.0360201118374869
chr_12 1764542 1772652 -0.194586248130297 0.0092592986313485 -0.0557925810196924
chr_12 1772653 1781340 -0.185505329432184 0.0108555196169946 -0.0218046016028818
chr_12 1781345 1790968 -0.187821085405793 0.00374222754442094 -0.0110108857032359
chr_12 1790971 1800173 -0.187536851269547 0.000507312761300094 -0.0329936052912054
chr_12 1800178 1810675 -0.1793485469286 0.00160213074763532 -0.0726941814172951
chr_12 1810677 1820461 -0.187906852661208 0.00907693865490885 -0.0935580149002486
chr_12 1820495 1831963 -0.183938109502522 0.0114703245994652 -0.139533981737285
chr_12 1831964 1841022 -0.183391261191336 0.0224528472801373 -0.232856737401161
chr_12 1841025 1851792 -0.195973863494922 0.0111392123818935 -0.149402943921322
chr_12 1851793 1862112 -0.193678328767524 0.0159083720315956 -0.258516514159969
chr_12 1862129 1904874 -0.190979638366753 0.0136170243382459 -0.183308981267085
chr_12 1904893 1941563 -0.190311447679122 0.0251090969436641 -0.194352997632837
chr_12 1941565 1970998 -0.203835055573183 0.0269935743391317 -0.243738874013984
chr_12 1971014 1999287 -0.19155079655341 0.0191441372316962 -0.150158868354879
chr_12 1999290 2026222 -0.198984504191336 0.0125653041948107 -0.151292968278403
chr_12 2026224 2066577 -0.189057319756433 0.0147831421555438 -0.136277682787684
chr_12 2066581 2096970 -0.177427276380167 0.0132889043773635 -0.108873169766978
chr_12 2096979 2109236 -0.183730354933976 0.0183447363916695 -0.109263277072032
chr_12 2109237 2137713 -0.193143347256059 0.0130449469772738 -0.209051752951441
chr_12 2137726 2168895 -0.202986680398807 0.019513727100919 -0.239986848474279
chr_12 2168903 2203623 -0.202735369100496 0.0287243167000974 -0.287868563252893
chr_12 2203624 2240048 -0.192958184323433 0.00975501740506289 -0.178698071613735
chr_12 2240053 2269207 -0.198383285765679 0.00166784985992126 -0.134624216211877
chr_12 2269211 2303579 -0.192768333320763 0.0155571412897309 -0.105451364355707
chr_12 2303581 2328545 -0.191442523581836 0.00882657626208057 -0.0963116167335132
chr_12 2328549 2339716 -0.195373960415394 0.00514596767230337 -0.131290529392228
chr_12 2339728 2349569 -0.188733540352461 0.00863969951767823 -0.110249664259612
chr_12 2349571 2364754 -0.190215982825399 0.00422320193749502 -0.0484996136566504
chr_12 2364776 2374238 -0.177279697976471 -0.000100822753710187 -0.00973145782501366
chr_12 2374242 2381493 -0.181255074662882 0.0077182693340535 -0.0740368978043686
chr_12 2381504 2389001 -0.191683692869887 0.00373512396226558 -0.0789181621090412
chr_12 2389009 2398838 -0.188328482602911 0.0120336517834202 -0.0518166846445429
chr_12 2398839 2406724 -0.193328027578109 0.00742557291911632 -0.0921416624505648
chr_12 2406725 2414797 -0.19085781839865 0.00221040438514224 -0.0478498428240723
chr_12 2414802 2423010 -0.18473940764898 -0.00749442551701556 -0.0858859846156782
chr_12 2423021 2431760 -0.185967462078676 0.000847822602594631 -0.135143834917991
chr_12 2431775 2439925 -0.185122986382706 -0.000481525882458711 -0.155236583718517
chr_12 2439927 2448478 -0.191269366066138 0.00572796062696261 -0.110259726934851
chr_12 2448487 2456956 -0.167791667041543 0.00561696935026314 -0.0974361756221362
chr_12 2456964 2468272 -0.178515870586891 -0.0150554349406567 -0.0181648076636935
chr_12 2468280 2478501 -0.181157488005603 0.000373034481346338 -0.0367669401825215
chr_12 2478502 2486398 -0.186822671892053 0.00626992375924072 0.0199334237010342
chr_12 2486409 2493668 -0.191309483103064 0.008879433311908 -0.0379147339133446
chr_12 2493673 2502862 -0.193196039453272 0.0170917480522899 -0.104201402153389
chr_12 2502871 2512113 -0.184675638673713 0.0144240458370577 -0.0507220469950176
chr_12 2512126 2520309 -0.189748559031271 0.0152498033898322 -0.0488268529739024
chr_12 2520313 2528542 -0.184276735032579 0.0135571314589917 -0.105613347893229
chr_12 2528544 2534947 -0.186542948075972 7.84574878685247e-05 -0.0444150938461713
chr_12 2534951 2542965 -0.188032327852271 0.00944934752065775 -0.0884717535844383
chr_12 2542968 2550636 -0.191353701569903 0.00524260066649169 -0.0279300909407087
chr_12 2550637 2559371 -0.178141997035791 0.000697486102092212 -0.054209095265216
chr_12 2559375 2568345 -0.182622602512017 0.00669429880268767 -0.0832874339155845
chr_12 2568349 2577137 -0.18948618707181 0.010342075635379 -0.0498377054225176
chr_12 2577138 2587442 -0.189385775242484 0.00672912878043664 -0.030058610717901
chr_12 2587478 2595688 -0.187752375679241 0.0107239823556383 -0.119783864343794
chr_12 2595691 2605211 -0.190205169637275 0.0105647528599575 -0.16036276881356
chr_12 2605214 2614628 -0.191006890505613 0.00466868568350868 -0.0980246042748032
chr_12 2614642 2623349 -0.192215768356621 0.00247825769121231 -0.0795459313714054
chr_12 2623364 2633584 -0.190879742031423 0.0146098454241646 -0.183063929734818
chr_12 2633598 2642564 -0.196953832984748 0.0128396605898382 -0.0989815970179538
chr_12 2642565 2655339 -0.200269024297563 0.0117551357461692 -0.202089712797563
chr_12 2655393 2666331 -0.195741676460124 0.0116848322988766 -0.119388599685202
chr_12 2666338 2675970 -0.191597673208913 0.00255342595138501 -0.0843337355765601
chr_12 2675973 2687381 -0.191171914499165 0.00786042025902864 -0.0284695234331323
chr_12 2687387 2696729 -0.191086468627749 0.00145670857388963 -0.0553128594768186
chr_12 2696735 2705512 -0.193162973295938 0.00851223135964145 -0.0924619248413875
chr_12 2705514 2713904 -0.179404565731751 0.00298460926135113 -0.0252577127579317
chr_12 2713905 2721591 -0.184034656098974 0.00757892464081408 -0.00389591919909421
chr_12 2721593 2730335 -0.184009368224574 0.00616478507753113 -0.0927390856067583
chr_12 2730380 2739236 -0.185360282851795 0.00869073493021586 -0.0269462405038182
chr_12 2739243 2747348 -0.177992386467674 -0.00130540916832189 -0.0697027555250343
chr_12 2747354 2755060 -0.186427635154928 -0.00170456665621501 -0.0494916346777928
chr_12 2755063 2763260 -0.186824195488111 0.00480776712269944 -0.0261737634068101
chr_12 2763261 2783500 -0.191106414942554 0.0167949735211905 -0.14076355238223
chr_12 2783501 2822400 -0.182088774479107 0.0144061639360657 -0.0753711652166733
chr_12 2822401 2846082 -0.188847911166245 0.00535420417350815 -0.0359491054382813
chr_12 2846276 2866042 -0.178776955126931 0.0119476620681355 -0.0729340071362603
chr_12 2866044 2875632 -0.184775699439884 0.000197779400358099 0.0109858544557264
chr_12 2875637 2884281 -0.184569304833487 0.00815077685538853 -0.0286843432636173
chr_12 2884283 2891259 -0.190529098249585 0.010311519622489 -0.0777290540811953
chr_12 2891275 2898455 -0.192466081617598 0.00666345254840299 -0.0369527078443652
chr_12 2898467 2905723 -0.190906370667345 0.0136886469709048 -0.103273352036881
chr_12 2905725 2915041 -0.18974129971908 -0.00529853789602185 -0.0532737006371187
chr_12 2915056 2923322 -0.189254971298435 0.0124137077789328 -0.0960788158421969
chr_12 2923338 2931722 -0.164040358247076 0.0077143745681606 -0.0281940363444319
chr_12 2931738 2941151 -0.175795255177214 0.00146691333617705 -0.0201656251172122
chr_12 2941152 2949496 -0.184921864127433 0.00462638218739575 0.0110484827491384
chr_12 2949503 2957858 -0.179441605739051 0.00654663990281199 0.0468069618790409
chr_12 2957860 2966458 -0.178671263122345 -0.00135301893597985 -0.0118495600591716
chr_12 2966459 2974266 -0.18028443209715 0.000605855265276129 0.0232893692742577
chr_12 2974285 2982344 -0.165874924194131 -0.0062653551291003 -0.0187389331898628
chr_12 2982348 2990475 -0.1910154949813 0.00618036030822617 -0.0366009103509817
chr_12 2990476 2998417 -0.192180306210852 0.00486320255779976 -0.0507311839198218
chr_12 2998436 3007707 -0.174220690158342 2.28943350404978e-05 -0.105857919872381
chr_12 3007712 3018599 -0.190794163333379 0.00343719894543487 -0.0882490941519807
chr_12 3018608 3028091 -0.189267157359151 0.0057297995107378 -0.031399414960683
chr_12 3028094 3036283 -0.191627662825748 0.000837685102175555 -0.0694562604741136
