chr pos posright MDS1 MDS2 MDS3
chr_20 43 14758 -0.0585889981621542 -0.0367870101379097 -0.0238915903832382
chr_20 14759 31381 -0.226199763762671 -0.00290509063613606 -0.0844880062195366
chr_20 31416 48779 -0.445321769097356 -0.00638400905551051 -0.206472688159289
chr_20 48780 71158 -0.604362967367332 0.0361292882584632 -0.291254864424723
chr_20 71168 91000 -0.638199119328938 0.044492030467418 -0.307623124230521
chr_20 91033 107931 -0.710430990482671 0.038677679837133 -0.340736995196571
chr_20 107955 126748 -0.649755646943364 0.0284590294182965 -0.357320794767478
chr_20 126753 143788 -0.391221029843996 0.00401831750984228 -0.169142962074758
chr_20 143809 163661 -0.589329822931049 0.0136909486524977 -0.315038730335556
chr_20 163715 179929 -0.553953957661035 0.01635046105929 -0.190991384375626
chr_20 179946 196483 -0.611103694086799 0.0447762992102659 0.162421950062831
chr_20 196488 212649 -0.522497605455482 0.0589045996154353 0.349799496883841
chr_20 212651 229538 -0.585999092822297 0.0430355915728382 0.246166925927606
chr_20 229543 246814 -0.589135830372192 0.0567634438448944 0.37038567539269
chr_20 246818 264250 -0.595063212953747 0.0574169267722905 0.39401518960398
chr_20 264253 283547 -0.447800552548342 0.0301122395132004 0.309613831779862
chr_20 283551 299709 -0.443043731529606 0.0121531060600765 0.186587147560599
chr_20 299743 315126 -0.356764759289381 -0.0087458683377255 0.127885061101123
chr_20 315130 331288 -0.314373411023171 -0.0243589764261562 0.130166357057218
chr_20 331289 346974 -0.337251772254198 -0.0169354011321601 0.118098585866216
chr_20 347005 362196 -0.251094949539396 -0.0108140975946804 0.114952183572135
chr_20 362204 376995 -0.134079186566539 -0.0482296114863148 0.100847888423477
chr_20 376997 391251 -0.126717602142177 -0.0432829812356394 0.0396679392554233
chr_20 391271 405360 -0.0579096310653367 0.00323979561450761 0.041320466376664
chr_20 405377 420940 -0.159755680841105 -0.0320584826433018 0.0612532096717926
chr_20 420941 435900 -0.212352939354398 -0.0224025748886088 0.0558830191400798
chr_20 435904 453423 -0.0867102540762932 -0.0356439668308279 0.0532943382613799
chr_20 453424 468558 -0.0526904315356592 -0.0463671322090513 0.0396911122599336
chr_20 468565 484549 -0.0687236012374381 -0.0473134049643185 0.0500620739686966
chr_20 484573 500015 -0.020005862144853 -0.0521156692216345 0.0161903366574827
chr_20 500020 515248 -0.0362836550516841 -0.0577632056710942 0.015404818536775
chr_20 515271 531280 -0.0170482547708631 -0.05565300704427 -0.0173014737444008
chr_20 531295 543325 -0.0163287340915398 -0.060691141828038 -0.0095193230868654
chr_20 543343 556458 -0.0138663284761873 -0.0522080503193464 -0.0175264258580348
chr_20 556460 568969 -0.001955375358944 -0.0460281470036138 0.00234403605338325
chr_20 568971 581641 0.00273560433574994 -0.0508389217542851 0.00120826010804288
chr_20 581642 594331 0.00342121042474536 -0.0511676857140428 -0.00222773049592959
chr_20 594345 607398 0.00109906357701814 -0.052094127425183 0.00347482408654968
chr_20 607406 619559 0.00555532982628572 -0.0467718359486828 0.000201889925200783
chr_20 619567 631609 0.00792744641701318 -0.0406349017551505 -0.00117766242922715
